Query	Match	Name	Organism
group_2350	WP_002964653	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2380	WP_002971643	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2383	WP_002969538	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2386	WP_002967122	MULTISPECIES: transcriptional regulator [Brucella]	Brucella
group_2387	WP_002965516	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2399	WP_002965418	MULTISPECIES: trimeric intracellular cation channel family protein [Brucella]	Brucella
group_2400	WP_002966536	MULTISPECIES: response regulator [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_2403	WP_004681179	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2408	WP_005972163	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2410	WP_002970845	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2413	WP_005968957	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2429	WP_004683346	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2432	WP_004683475	MULTISPECIES: phage portal protein [Brucella]	Brucella
group_2460	WP_002963588	MULTISPECIES: exodeoxyribonuclease VII small subunit [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_2465	WP_004682938	MULTISPECIES: TRAP transporter small permease subunit [Brucella]	Brucella
group_2471	WP_008936650	MULTISPECIES: RNA-binding transcriptional accessory protein [unclassified Brucella]	unclassified Brucella
group_2472	WP_004682211	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2478	WP_002968969	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2487	WP_002966234	MULTISPECIES: catalase [Brucella]	Brucella
group_2488	WP_002964973	MULTISPECIES: GNAT family N-acetyltransferase [Brucella]	Brucella
group_2502	WP_002971847	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2503	WP_076780379	MULTISPECIES: septal ring lytic transglycosylase RlpA family protein [unclassified Brucella]	unclassified Brucella
group_2513	WP_002969380	MULTISPECIES: GIY-YIG nuclease family protein [Brucella]	Brucella
group_2516	WP_002966354	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
group_2520	WP_162472439	hypothetical protein [Brucella suis]	Brucella suis
group_2522	WP_005974677	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2527	WP_002972188	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2528	WP_005971995	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2537	WP_004684232	MULTISPECIES: 3-hydroxybutyrate dehydrogenase [Brucella]	Brucella
group_2544	WP_151660521	D-threitol dehydrogenase [Brucella intermedia]	Brucella intermedia
group_2545	WP_006119288	helix-turn-helix domain-containing protein [Brucella abortus]	Brucella abortus
group_2546	WP_002969166	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_255	WP_141065144	rubrerythrin family protein, partial [Brucella melitensis]	Brucella melitensis
group_2554	WP_002964569	MULTISPECIES: alkylphosphonate utilization protein [Brucella]	Brucella
group_2556	WP_004684007	MULTISPECIES: SspB family protein [Brucella]	Brucella
group_2563	WP_002969562	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2570	WP_002964311	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2572	WP_004683894	MULTISPECIES: DUF1489 family protein [Brucella]	Brucella
group_2581	WP_002965885	MULTISPECIES: DUF1656 domain-containing protein [Brucella]	Brucella
group_274	WP_011068861	hypothetical protein [Brucella abortus]	Brucella abortus
group_32	WP_004684290	MULTISPECIES: NAD-glutamate dehydrogenase [Brucella]	Brucella
group_356	WP_004685353	sulfate/molybdate ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_3581	WP_004683737	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3589	WP_004683914	MULTISPECIES: transglycosylase SLT domain-containing protein [Brucella]	Brucella
group_3590	WP_005978410	cytochrome c oxidase subunit 3 [Brucella ovis]	Brucella ovis
group_3592	WP_002969574	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3598	WP_002967056	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3600	WP_002963554	MULTISPECIES: membrane protein [Brucella]	Brucella
group_3606	WP_160542826	MFS transporter [Brucella melitensis]	Brucella melitensis
group_3614	WP_017403408	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3616	WP_004683653	MULTISPECIES: DUF1476 domain-containing protein [Brucella]	Brucella
group_3624	WP_002963803	MULTISPECIES: holo-ACP synthase [Brucella]	Brucella
group_3646	WP_223597028	invasion associated locus B family protein [Brucella melitensis]	Brucella melitensis
group_3647	WP_002963558	MULTISPECIES: DUF2007 domain-containing protein [Brucella]	Brucella
group_3656	WP_014315854	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3661	WP_006642587	MULTISPECIES: Dabb family protein [Brucella]	Brucella
group_3665	WP_004686121	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3668	WP_002967883	MULTISPECIES: DUF6356 family protein [Brucella]	Brucella
group_3671	WP_005968947	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3672	WP_002963968	MULTISPECIES: BolA family transcriptional regulator [Brucella]	Brucella
group_3674	WP_002963637	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3676	WP_187960935	hypothetical protein [Brucella sp. 6810]	Brucella sp. 6810
group_3693	WP_002963859	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3695	WP_008504311	YMGG-like glycine zipper-containing protein [Brucella inopinata]	Brucella inopinata
group_3697	WP_002963813	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3707	WP_002965804	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3712	WP_002971243	MULTISPECIES: invasion associated locus B family protein [Brucella]	Brucella
group_3718	WP_004683040	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin [Brucella]	Brucella
group_3734	WP_002969202	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3748	WP_002966111	MULTISPECIES: carbohydrate ABC transporter permease [Brucella]	Brucella
group_3795	WP_004681742	MULTISPECIES: N-acetylneuraminate epimerase [Brucella]	Brucella
group_3801	WP_002967978	MULTISPECIES: peptidylprolyl isomerase [Brucella]	Brucella
group_3802	WP_006074429	GNAT family N-acetyltransferase [Brucella suis]	Brucella suis
group_3817	WP_002963914	MULTISPECIES: integration host factor subunit alpha [Brucella]	Brucella
group_3847	WP_005978406	invasion associated locus B family protein [Brucella ovis]	Brucella ovis
group_3851	WP_126981363	DUF853 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_3857	WP_006013248	NUDIX domain-containing protein [Brucella ovis]	Brucella ovis
group_3863	YP_009304058	pectate lysase superfamily protein [Brucella phage BiPBO1]	Brucella phage BiPBO1
group_3878	WP_004684121	MULTISPECIES: disulfide bond formation protein B [Brucella]	Brucella
group_3892	WP_004685547	exonuclease domain-containing protein [Brucella melitensis]	Brucella melitensis
group_3896	WP_153528015	DNA-3-methyladenine glycosylase [Brucella sp. 2280]	Brucella sp. 2280
group_3898	WP_002965761	MULTISPECIES: organic hydroperoxide resistance protein [Brucella]	Brucella
group_3901	WP_002972097	MULTISPECIES: Lrp/AsnC family transcriptional regulator [Brucella]	Brucella
group_3922	WP_002967489	MULTISPECIES: GreA/GreB family elongation factor [Brucella]	Brucella
group_3932	WP_004683134	MULTISPECIES: DUF983 domain-containing protein [Brucella]	Brucella
group_3941	WP_004684987	GntR family transcriptional regulator [Brucella melitensis]	Brucella melitensis
group_3944	WP_002963809	MULTISPECIES: HD family hydrolase [Brucella]	Brucella
group_3949	WP_046722143	DegQ family serine endoprotease [Brucella melitensis]	Brucella melitensis
group_3958	WP_004685190	MULTISPECIES: lytic transglycosylase domain-containing protein [Brucella]	Brucella
group_3959	WP_004685023	MULTISPECIES: Crp/Fnr family transcriptional regulator [Brucella]	Brucella
group_3967	WP_153528474	ABC transporter substrate-binding protein [Brucella sp. 2280]	Brucella sp. 2280
group_3968	WP_004683406	MULTISPECIES: dihydroorotase [Brucella]	Brucella
group_3970	WP_002969422	MULTISPECIES: riboflavin synthase [Brucella]	Brucella
group_3986	WP_002964874	MULTISPECIES: MarR family transcriptional regulator [Brucella]	Brucella
group_3990	WP_002968219	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_3992	WP_004685479	peroxiredoxin [Brucella melitensis]	Brucella melitensis
group_4012	WP_002968010	GFA family protein [Brucella abortus]	Brucella abortus
group_4019	WP_004683133	MULTISPECIES: cytochrome c oxidase assembly protein [Brucella]	Brucella
group_4022	WP_006196133	branched-chain amino acid ABC transporter permease [Brucella suis]	Brucella suis
group_4023	WP_002965606	MULTISPECIES: SDR family oxidoreductase [Brucella]	Brucella
group_4027	WP_002964979	MULTISPECIES: antibiotic biosynthesis monooxygenase [Brucella]	Brucella
group_4036	WP_002966306	MULTISPECIES: nitrous oxide reductase accessory protein NosL [Brucella]	Brucella
group_4044	WP_002964735	MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase [Brucella]	Brucella
group_405	WP_154142104	MULTISPECIES: helicase [unclassified Brucella]	unclassified Brucella
group_4058	WP_004681171	MULTISPECIES: VOC family protein [Brucella]	Brucella
group_4064	WP_005970945	MULTISPECIES: RluA family pseudouridine synthase [Brucella]	Brucella
group_4073	WP_005969311	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4083	WP_006079444	hypothetical protein [Brucella abortus]	Brucella abortus
group_4087	WP_002964516	MULTISPECIES: ribbon-helix-helix domain-containing protein [Brucella]	Brucella
group_4088	WP_005974601	pseudoazurin [Brucella melitensis]	Brucella melitensis
group_4091	WP_002969481	MULTISPECIES: DUF6460 domain-containing protein [Brucella]	Brucella
group_4096	WP_002965766	MULTISPECIES: DUF1737 domain-containing protein [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_4100	WP_004685062	UbiX family flavin prenyltransferase [Brucella melitensis]	Brucella melitensis
group_4115	WP_002964341	MULTISPECIES: adenylate kinase [Brucella]	Brucella
group_4117	WP_002963529	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4120	WP_002971711	MULTISPECIES: VOC family protein [Brucella]	Brucella
group_4122	WP_002965314	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4124	WP_002969624	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4130	WP_004682193	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4132	WP_002963525	MULTISPECIES: CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone [Brucella]	Brucella
group_4135	WP_002969141	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_4137	WP_006144621	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_4139	WP_002971893	MULTISPECIES: lipoprotein [Brucella]	Brucella
group_414	WP_004685381	MULTISPECIES: nitrite/sulfite reductase [Brucella]	Brucella
group_4141	WP_006642715	hypothetical protein [Brucella abortus]	Brucella abortus
group_4147	WP_002965429	MULTISPECIES: DUF2849 domain-containing protein [Brucella]	Brucella
group_4148	WP_004684918	TIGR01244 family sulfur transferase [Brucella melitensis]	Brucella melitensis
group_466	WP_006642658	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_477	WP_005978107	NAD(P)-dependent oxidoreductase [Brucella ovis]	Brucella ovis
group_56	WP_004686617	MULTISPECIES: glycosyltransferase [Brucella]	Brucella
group_588	WP_025198823	MFS transporter [Brucella melitensis]	Brucella melitensis
group_674	WP_002965550	MULTISPECIES: aspartate aminotransferase family protein [Brucella]	Brucella
group_720	WP_005974406	DUF995 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_759	WP_019443524	thioredoxin domain-containing protein, partial [Brucella abortus]	Brucella abortus
group_805	WP_087913391	HlyD family secretion protein [Brucella melitensis]	Brucella melitensis
group_900	WP_004682096	MULTISPECIES: glutamine synthetase family protein [Brucella]	Brucella
group_910	WP_004684720	MULTISPECIES: L-fuconate dehydratase [Brucella]	Brucella
group_927	WP_086440155	hypothetical protein [Brucella sp. CMUL 035]	Brucella sp. CMUL 035
group_951	WP_004685609	MULTISPECIES: anhydro-N-acetylmuramic acid kinase [Brucella]	Brucella
group_973	WP_002965986	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
hipO_1	WP_041594717	M20 family metallopeptidase [Brucella microti]	Brucella microti
hrpB_1	WP_005974069	ATP-dependent helicase HrpB [Brucella melitensis]	Brucella melitensis
ispH	WP_004683139	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Brucella]	Brucella
lepB	WP_002970991	MULTISPECIES: signal peptidase I [Brucella]	Brucella
ligA	WP_002964528	MULTISPECIES: NAD-dependent DNA ligase LigA [Brucella]	Brucella
metK	WP_005970373	MULTISPECIES: methionine adenosyltransferase [Brucella]	Brucella
mscL	WP_006137752	large conductance mechanosensitive channel protein MscL [Brucella melitensis]	Brucella melitensis
namA	WP_004685082	MULTISPECIES: NADH:flavin oxidoreductase/NADH oxidase family protein [Brucella]	Brucella
nrdR	WP_002966765	MULTISPECIES: transcriptional regulator NrdR [Brucella]	Brucella
nuoN	WP_004683623	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Brucella]	Brucella
petA	WP_002964648	MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Brucella]	Brucella
pgi	WP_004682840	MULTISPECIES: glucose-6-phosphate isomerase [Brucella]	Brucella
pgk	WP_002964816	MULTISPECIES: phosphoglycerate kinase [Brucella]	Brucella
pgl	WP_002968509	MULTISPECIES: 6-phosphogluconolactonase [Brucella]	Brucella
pgsA	WP_002963840	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Brucella]	Brucella
pyk	WP_004685834	pyruvate kinase [Brucella melitensis]	Brucella melitensis
queD	WP_004685238	6-carboxytetrahydropterin synthase QueD [Brucella melitensis]	Brucella melitensis
rcsC	WP_046722154	hybrid sensor histidine kinase/response regulator [Brucella melitensis]	Brucella melitensis
recN	WP_076771450	MULTISPECIES: DNA repair protein RecN [unclassified Brucella]	unclassified Brucella
rnd	WP_004683543	MULTISPECIES: ribonuclease D [Brucella]	Brucella
rnk	WP_008510690	nucleoside diphosphate kinase regulator [Brucella inopinata]	Brucella inopinata
rplI	WP_004683101	MULTISPECIES: 50S ribosomal protein L9 [Brucella]	Brucella
rplQ	WP_002964337	MULTISPECIES: 50S ribosomal protein L17 [Brucella]	Brucella
rpmC	WP_002964354	MULTISPECIES: 50S ribosomal protein L29 [Brucella]	Brucella
rpmD	WP_002967737	MULTISPECIES: 50S ribosomal protein L30 [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
rpmE	WP_002964804	MULTISPECIES: 50S ribosomal protein L31 [Brucellaceae]	Brucellaceae
rpsF	WP_006072256	30S ribosomal protein S6 [Brucella suis]	Brucella suis
rpsI	WP_004683599	MULTISPECIES: 30S ribosomal protein S9 [Brucella]	Brucella
rpsK	WP_002964339	MULTISPECIES: 30S ribosomal protein S11 [Brucellaceae]	Brucellaceae
rpsN	WP_002964349	MULTISPECIES: 30S ribosomal protein S14 [Brucella]	Brucella
sbmA	WP_002963536	MULTISPECIES: peptide antibiotic transporter SbmA [Brucella]	Brucella
soxD	WP_002965477	MULTISPECIES: sarcosine oxidase subunit delta [Brucella]	Brucella
sufA	WP_002964063	MULTISPECIES: Fe-S cluster assembly scaffold SufA [Brucella]	Brucella
thiG	WP_004684703	MULTISPECIES: thiazole synthase [Brucella]	Brucella
thiS	WP_002965463	MULTISPECIES: sulfur carrier protein ThiS [Brucella]	Brucella
tkt	WP_004684164	MULTISPECIES: transketolase [Brucella]	Brucella
topA	WP_032449677	MULTISPECIES: type I DNA topoisomerase [Brucella]	Brucella
trpC	WP_002964269	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC [Brucella]	Brucella
truB	WP_004684584	MULTISPECIES: tRNA pseudouridine(55) synthase TruB [Brucella]	Brucella
tusA	WP_002965098	MULTISPECIES: sulfurtransferase TusA family protein [Brucella]	Brucella
uxaC	WP_002967248	MULTISPECIES: glucuronate isomerase [Brucella]	Brucella
wecC	WP_002966084	MULTISPECIES: DUF995 domain-containing protein [Brucella]	Brucella
wrbA	WP_004683783	MULTISPECIES: NAD(P)H:quinone oxidoreductase type IV [Brucella]	Brucella
yajC	WP_002964021	MULTISPECIES: preprotein translocase subunit YajC [Brucella]	Brucella
