Query	Match	Name	Organism
group_2460	WP_002963588	MULTISPECIES: exodeoxyribonuclease VII small subunit [Brucella/Ochrobactrum group]	Brucella/Ochrobactrum group
group_2465	WP_004682938	MULTISPECIES: TRAP transporter small permease subunit [Brucella]	Brucella
group_2470	WP_004682379	MULTISPECIES: LacI family transcriptional regulator [Brucella]	Brucella
group_2471	WP_008936650	MULTISPECIES: RNA-binding transcriptional accessory protein [unclassified Brucella]	unclassified Brucella
group_2472	WP_004682211	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2487	WP_002966234	MULTISPECIES: catalase [Brucella]	Brucella
group_2488	WP_002964973	MULTISPECIES: GNAT family N-acetyltransferase [Brucella]	Brucella
group_2503	WP_076780379	MULTISPECIES: septal ring lytic transglycosylase RlpA family protein [unclassified Brucella]	unclassified Brucella
group_2504	WP_004685326	LysR substrate-binding domain-containing protein [Brucella melitensis]	Brucella melitensis
group_2516	WP_002966354	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
group_2522	WP_005974677	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_2537	WP_004684232	MULTISPECIES: 3-hydroxybutyrate dehydrogenase [Brucella]	Brucella
group_255	WP_141065144	rubrerythrin family protein, partial [Brucella melitensis]	Brucella melitensis
group_2554	WP_002964569	MULTISPECIES: alkylphosphonate utilization protein [Brucella]	Brucella
group_2556	WP_004684007	MULTISPECIES: SspB family protein [Brucella]	Brucella
group_2563	WP_002969562	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_2572	WP_004683894	MULTISPECIES: DUF1489 family protein [Brucella]	Brucella
group_2579	WP_005971772	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_267	WP_002966296	MULTISPECIES: U32 family peptidase [Brucella]	Brucella
group_300	WP_004685520	endonuclease/exonuclease/phosphatase family protein [Brucella melitensis]	Brucella melitensis
group_353	WP_004685335	alpha-D-glucose phosphate-specific phosphoglucomutase [Brucella melitensis]	Brucella melitensis
group_356	WP_004685353	sulfate/molybdate ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_3589	WP_004683914	MULTISPECIES: transglycosylase SLT domain-containing protein [Brucella]	Brucella
group_3606	WP_160542826	MFS transporter [Brucella melitensis]	Brucella melitensis
group_3612	WP_008510894	coniferyl aldehyde dehydrogenase [Brucella inopinata]	Brucella inopinata
group_3656	WP_014315854	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3668	WP_002967883	MULTISPECIES: DUF6356 family protein [Brucella]	Brucella
group_3674	WP_002963637	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3676	WP_187960935	hypothetical protein [Brucella sp. 6810]	Brucella sp. 6810
group_3697	WP_002963813	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3698	WP_006094027	L,D-transpeptidase [Brucella abortus]	Brucella abortus
group_3704	WP_002964592	MULTISPECIES: DUF2306 domain-containing protein [Brucella]	Brucella
group_3712	WP_002971243	MULTISPECIES: invasion associated locus B family protein [Brucella]	Brucella
group_3718	WP_004683040	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin [Brucella]	Brucella
group_373	WP_004684064	MULTISPECIES: ATP-binding protein [Brucella]	Brucella
group_3731	WP_002971304	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_3734	WP_002969202	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_3748	WP_002966111	MULTISPECIES: carbohydrate ABC transporter permease [Brucella]	Brucella
group_3795	WP_004681742	MULTISPECIES: N-acetylneuraminate epimerase [Brucella]	Brucella
group_3801	WP_002967978	MULTISPECIES: peptidylprolyl isomerase [Brucella]	Brucella
group_3802	WP_006074429	GNAT family N-acetyltransferase [Brucella suis]	Brucella suis
group_3847	WP_005978406	invasion associated locus B family protein [Brucella ovis]	Brucella ovis
group_3851	WP_126981363	DUF853 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_3857	WP_006013248	NUDIX domain-containing protein [Brucella ovis]	Brucella ovis
group_3878	WP_004684121	MULTISPECIES: disulfide bond formation protein B [Brucella]	Brucella
group_3892	WP_004685547	exonuclease domain-containing protein [Brucella melitensis]	Brucella melitensis
group_3895	WP_002964873	MULTISPECIES: GntR family transcriptional regulator [Brucella]	Brucella
group_3896	WP_153528015	DNA-3-methyladenine glycosylase [Brucella sp. 2280]	Brucella sp. 2280
group_3901	WP_002972097	MULTISPECIES: Lrp/AsnC family transcriptional regulator [Brucella]	Brucella
group_3932	WP_004683134	MULTISPECIES: DUF983 domain-containing protein [Brucella]	Brucella
group_3941	WP_004684987	GntR family transcriptional regulator [Brucella melitensis]	Brucella melitensis
group_3944	WP_002963809	MULTISPECIES: HD family hydrolase [Brucella]	Brucella
group_3949	WP_046722143	DegQ family serine endoprotease [Brucella melitensis]	Brucella melitensis
group_3958	WP_004685190	MULTISPECIES: lytic transglycosylase domain-containing protein [Brucella]	Brucella
group_3959	WP_004685023	MULTISPECIES: Crp/Fnr family transcriptional regulator [Brucella]	Brucella
group_3967	WP_153528474	ABC transporter substrate-binding protein [Brucella sp. 2280]	Brucella sp. 2280
group_3968	WP_004683406	MULTISPECIES: dihydroorotase [Brucella]	Brucella
group_3970	WP_002969422	MULTISPECIES: riboflavin synthase [Brucella]	Brucella
group_3986	WP_002964874	MULTISPECIES: MarR family transcriptional regulator [Brucella]	Brucella
group_3990	WP_002968219	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_3992	WP_004685479	peroxiredoxin [Brucella melitensis]	Brucella melitensis
group_4019	WP_004683133	MULTISPECIES: cytochrome c oxidase assembly protein [Brucella]	Brucella
group_4022	WP_006196133	branched-chain amino acid ABC transporter permease [Brucella suis]	Brucella suis
group_4023	WP_002965606	MULTISPECIES: SDR family oxidoreductase [Brucella]	Brucella
group_4027	WP_002964979	MULTISPECIES: antibiotic biosynthesis monooxygenase [Brucella]	Brucella
group_4036	WP_002966306	MULTISPECIES: nitrous oxide reductase accessory protein NosL [Brucella]	Brucella
group_4044	WP_002964735	MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase [Brucella]	Brucella
group_405	WP_154142104	MULTISPECIES: helicase [unclassified Brucella]	unclassified Brucella
group_4058	WP_004681171	MULTISPECIES: VOC family protein [Brucella]	Brucella
group_4064	WP_005970945	MULTISPECIES: RluA family pseudouridine synthase [Brucella]	Brucella
group_4065	WP_006640810	ABC transporter substrate-binding protein, partial [Brucella pinnipedialis]	Brucella pinnipedialis
group_4088	WP_005974601	pseudoazurin [Brucella melitensis]	Brucella melitensis
group_4091	WP_002969481	MULTISPECIES: DUF6460 domain-containing protein [Brucella]	Brucella
group_4100	WP_004685062	UbiX family flavin prenyltransferase [Brucella melitensis]	Brucella melitensis
group_4115	WP_002964341	MULTISPECIES: adenylate kinase [Brucella]	Brucella
group_4124	WP_002969624	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_447	WP_004685533	ABC-F family ATP-binding cassette domain-containing protein [Brucella melitensis]	Brucella melitensis
group_46	WP_004685796	DUF4159 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_477	WP_005978107	NAD(P)-dependent oxidoreductase [Brucella ovis]	Brucella ovis
group_505	WP_002965052	MULTISPECIES: class I SAM-dependent methyltransferase [Brucella]	Brucella
group_56	WP_004686617	MULTISPECIES: glycosyltransferase [Brucella]	Brucella
group_560	WP_002966884	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_588	WP_025198823	MFS transporter [Brucella melitensis]	Brucella melitensis
group_59	WP_004681903	MULTISPECIES: dihydroorotase [Brucella]	Brucella
group_674	WP_002965550	MULTISPECIES: aspartate aminotransferase family protein [Brucella]	Brucella
group_696	WP_004682927	MULTISPECIES: MATE family efflux transporter [Brucella]	Brucella
group_7	WP_086440183	MULTISPECIES: porin [unclassified Brucella]	unclassified Brucella
group_714	WP_004684829	aldehyde dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
group_759	WP_019443524	thioredoxin domain-containing protein, partial [Brucella abortus]	Brucella abortus
group_766	WP_002965217	MULTISPECIES: PhoH family protein [Brucella]	Brucella
group_805	WP_087913391	HlyD family secretion protein [Brucella melitensis]	Brucella melitensis
group_900	WP_004682096	MULTISPECIES: glutamine synthetase family protein [Brucella]	Brucella
group_910	WP_004684720	MULTISPECIES: L-fuconate dehydratase [Brucella]	Brucella
group_934	WP_002966598	MULTISPECIES: metallophosphoesterase [Brucella]	Brucella
group_939	WP_002966618	MULTISPECIES: phosphotransferase enzyme family protein [Brucella]	Brucella
group_951	WP_004685609	MULTISPECIES: anhydro-N-acetylmuramic acid kinase [Brucella]	Brucella
group_973	WP_002965986	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
hipO_1	WP_041594717	M20 family metallopeptidase [Brucella microti]	Brucella microti
hrpB_1	WP_005974069	ATP-dependent helicase HrpB [Brucella melitensis]	Brucella melitensis
hutI	WP_141068128	imidazolonepropionase, partial [Brucella melitensis]	Brucella melitensis
ispH	WP_004683139	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Brucella]	Brucella
lepB	WP_002970991	MULTISPECIES: signal peptidase I [Brucella]	Brucella
ligA	WP_002964528	MULTISPECIES: NAD-dependent DNA ligase LigA [Brucella]	Brucella
metK	WP_005970373	MULTISPECIES: methionine adenosyltransferase [Brucella]	Brucella
moaD	WP_002963839	MULTISPECIES: molybdopterin converting factor subunit 1 [Brucella]	Brucella
mscL	WP_006137752	large conductance mechanosensitive channel protein MscL [Brucella melitensis]	Brucella melitensis
namA	WP_004685082	MULTISPECIES: NADH:flavin oxidoreductase/NADH oxidase family protein [Brucella]	Brucella
nrdR	WP_002966765	MULTISPECIES: transcriptional regulator NrdR [Brucella]	Brucella
nuoN	WP_004683623	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN [Brucella]	Brucella
petA	WP_002964648	MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Brucella]	Brucella
pgi	WP_004682840	MULTISPECIES: glucose-6-phosphate isomerase [Brucella]	Brucella
pgk	WP_002964816	MULTISPECIES: phosphoglycerate kinase [Brucella]	Brucella
pgl	WP_002968509	MULTISPECIES: 6-phosphogluconolactonase [Brucella]	Brucella
pgsA	WP_002963840	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Brucella]	Brucella
purS	WP_002963973	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurS [Brucella]	Brucella
pyk	WP_004685834	pyruvate kinase [Brucella melitensis]	Brucella melitensis
queD	WP_004685238	6-carboxytetrahydropterin synthase QueD [Brucella melitensis]	Brucella melitensis
rcsC	WP_046722154	hybrid sensor histidine kinase/response regulator [Brucella melitensis]	Brucella melitensis
recN	WP_076771450	MULTISPECIES: DNA repair protein RecN [unclassified Brucella]	unclassified Brucella
rnd	WP_004683543	MULTISPECIES: ribonuclease D [Brucella]	Brucella
rnhA	WP_002963635	MULTISPECIES: ribonuclease HI [Brucella]	Brucella
rplI	WP_004683101	MULTISPECIES: 50S ribosomal protein L9 [Brucella]	Brucella
rplM	WP_002963926	MULTISPECIES: 50S ribosomal protein L13 [Brucella]	Brucella
rplQ	WP_002964337	MULTISPECIES: 50S ribosomal protein L17 [Brucella]	Brucella
rpmA	WP_002964927	MULTISPECIES: 50S ribosomal protein L27 [Brucella]	Brucella
rpsF	WP_006072256	30S ribosomal protein S6 [Brucella suis]	Brucella suis
rpsI	WP_004683599	MULTISPECIES: 30S ribosomal protein S9 [Brucella]	Brucella
rpsK	WP_002964339	MULTISPECIES: 30S ribosomal protein S11 [Brucellaceae]	Brucellaceae
thiG	WP_004684703	MULTISPECIES: thiazole synthase [Brucella]	Brucella
tkt	WP_004684164	MULTISPECIES: transketolase [Brucella]	Brucella
topA	WP_032449677	MULTISPECIES: type I DNA topoisomerase [Brucella]	Brucella
trpC	WP_002964269	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC [Brucella]	Brucella
truB	WP_004684584	MULTISPECIES: tRNA pseudouridine(55) synthase TruB [Brucella]	Brucella
tusA	WP_002965098	MULTISPECIES: sulfurtransferase TusA family protein [Brucella]	Brucella
wecC	WP_002966084	MULTISPECIES: DUF995 domain-containing protein [Brucella]	Brucella
