Query	Match	PIdent	Length	Mismatches	Gapopen	QStart	QEnd	SStart	SSend	Evalue	Bitscore	Taxa
group_255	WP_141065144.1	100	155	0	0	1	465	36	190	3.71e-108	318	29459
group_2554	WP_002964569.1	100	73	0	0	1	219	1	73	3.97e-43	143	234
group_2556	WP_004684007.1	100	189	0	0	1	567	1	189	7.62e-136	387	234
group_2563	WP_002969562.1	99.355	155	1	0	1	465	1	155	1.06e-107	313	234
group_2572	WP_004683894.1	100	145	0	0	1	435	1	145	7.03e-91	270	234
group_2579	WP_005971772.1	100	70	0	0	1	210	1	70	2.17e-42	141	234
group_267	WP_002966296.1	100	310	0	0	1	930	1	310	0	637	234
group_300	WP_004685520.1	100	358	0	0	1	1074	1	358	0	669	29459
group_353	WP_004685335.1	100	543	0	0	1	1629	1	543	0	1078	29459
group_356	WP_004685353.1	100	359	0	0	82	1158	1	359	0	685	29459
group_3589	WP_004683914.1	100	194	0	0	1	582	1	194	2.78e-141	401	234
group_3606	WP_160542826.1	99.778	450	1	0	1	1350	1	450	0	852	29459
group_3612	WP_008510894.1	100	81	0	0	1	243	1	81	4.9e-48	168	1218315
group_3656	WP_014315854.1	100	46	0	0	28	165	1	46	3.55e-23	91.7	234
group_3668	WP_002967883.1	100	71	0	0	1	213	1	71	7.58e-44	145	234
group_3674	WP_002963637.1	100	266	0	0	1	798	1	266	0	539	234
group_3676	WP_187960935.1	98.837	86	1	0	1	258	1	86	7.85e-46	151	2769351
group_3697	WP_002963813.1	100	85	0	0	1	255	1	85	4.34e-40	136	234
group_3698	WP_006094027.1	99.58	238	1	0	1	714	1	238	1.82e-158	448	235
group_3704	WP_002964592.1	100	172	0	0	1	516	1	172	8.22e-76	233	234
group_3712	WP_002971243.1	100	205	0	0	1	615	1	205	2.18e-131	377	234
group_3718	WP_004683040.1	99.048	105	1	0	1	315	1	105	7.47e-68	208	234
group_373	WP_004684064.1	100	447	0	0	1	1341	1	447	0	857	234
group_3731	WP_002971304.1	100	250	0	0	1	750	1	250	0	510	234
group_3734	WP_002969202.1	100	136	0	0	1	408	1	136	2.3e-84	252	234
group_3748	WP_002966111.1	100	279	0	0	1	837	1	279	0	549	234
group_3795	WP_004681742.1	100	388	0	0	1	1164	1	388	0	683	234
group_3801	WP_002967978.1	100	331	0	0	1	993	1	331	2.55e-160	460	234
group_3802	WP_006074429.1	99.39	164	1	0	1	492	1	164	7.18e-106	309	29461
group_3847	WP_005978406.1	99.519	208	1	0	1	624	1	208	5.97e-96	287	236
group_3851	WP_126981363.1	99.801	503	1	0	1	1509	1	503	0	863	29459
group_3857	WP_006013248.1	99.315	146	1	0	1	438	1	146	1.84e-91	271	236
group_3878	WP_004684121.1	100	172	0	0	1	516	1	172	2.32e-120	346	234
group_3892	WP_004685547.1	99.507	203	1	0	1	609	1	203	1.6e-147	417	29459
group_3895	WP_002964873.1	100	231	0	0	1	693	1	231	9.18e-163	458	234
group_3896	WP_153528015.1	99.533	214	1	0	1	642	1	214	3.2e-116	339	2592625
group_3901	WP_002972097.1	100	152	0	0	1	456	1	152	2.74e-106	309	234
group_3932	WP_004683134.1	100	127	0	0	1	381	1	127	3.67e-74	226	234
group_3941	WP_004684987.1	100	257	0	0	1	771	1	257	0	514	29459
group_3944	WP_002963809.1	100	206	0	0	1	618	1	206	2.94e-139	397	234
group_3949	WP_046722143.1	100	513	0	0	1	1539	1	513	0	981	29459
group_3958	WP_004685190.1	100	190	0	0	1	570	1	190	3.51e-139	395	234
group_3959	WP_004685023.1	100	252	0	0	1	756	1	252	0	519	234
group_3967	WP_153528474.1	98.292	527	9	0	1	1581	1	527	0	995	2592625
group_3968	WP_004683406.1	100	444	0	0	1	1332	1	444	0	881	234
group_3970	WP_002969422.1	100	202	0	0	1	606	1	202	4.61e-145	411	234
group_3986	WP_002964874.1	100	145	0	0	1	435	1	145	1.82e-85	256	234
group_3990	WP_002968219.1	100	238	0	0	1	714	1	238	4.25e-173	485	234
group_3992	WP_004685479.1	100	161	0	0	1	483	1	161	2.76e-94	279	29459
group_4019	WP_004683133.1	100	201	0	0	1	603	1	201	1.22e-147	417	234
group_4022	WP_006196133.1	99.681	313	1	0	1	939	1	313	3.37e-154	443	29461
group_4023	WP_002965606.1	100	289	0	0	1	867	1	289	0	596	234
group_4027	WP_002964979.1	100	120	0	0	1	360	1	120	1.36e-81	244	234
group_4036	WP_002966306.1	100	179	0	0	1	537	1	179	1.46e-118	342	234
group_4044	WP_002964735.1	100	483	0	0	1	1449	1	483	0	863	234
group_405	WP_154142104.1	98.93	1028	11	0	1	3084	1	1028	0	1740	2632610
group_4058	WP_004681171.1	100	160	0	0	1	480	1	160	3.95e-111	322	234
group_4064	WP_005970945.1	100	347	0	0	1	1041	1	347	0	714	234
group_4065	WP_006640810.1	99.32	147	1	0	1	441	1	147	1.23e-87	269	120576
group_4088	WP_005974601.1	100	146	0	0	1	438	1	146	3.61e-88	263	29459
group_4091	WP_002969481.1	100	88	0	0	1	264	1	88	3.66e-44	147	234
group_4100	WP_004685062.1	100	196	0	0	1	588	1	196	2.12e-139	396	29459
group_4115	WP_002964341.1	100	194	0	0	1	582	1	194	5.4e-137	390	234
group_4124	WP_002969624.1	100	52	0	0	1	156	1	52	1.39e-28	105	234
group_447	WP_004685533.1	100	633	0	0	1	1899	1	633	0	1228	29459
group_46	WP_004685796.1	100	949	0	0	1	2847	1	949	0	1831	29459
group_477	WP_005978107.1	99.799	498	1	0	1	1494	1	498	0	964	236
group_505	WP_002965052.1	100	259	0	0	1	777	1	259	0	525	234
group_56	WP_004686617.1	99.841	630	1	0	1	1890	1	630	0	1253	234
group_560	WP_002966884.1	100	208	0	0	1	624	1	208	2.3e-147	417	234
group_588	WP_025198823.1	100	951	0	0	1	2853	1	951	0	1625	29459
group_59	WP_004681903.1	100	428	0	0	1	1284	1	428	0	843	234
group_674	WP_002965550.1	100	411	0	0	1	1233	1	411	0	758	234
group_696	WP_004682927.1	100	462	0	0	1	1386	1	462	0	843	234
group_7	WP_086440183.1	100	339	0	0	85	1101	16	354	0	688	2632610
group_714	WP_004684829.1	100	510	0	0	1	1530	1	510	0	967	29459
group_759	WP_019443524.1	98.851	174	2	0	157	678	1	174	3.17e-120	348	235
group_766	WP_002965217.1	99.717	353	1	0	1	1059	1	353	0	715	234
group_805	WP_087913391.1	100	76	0	0	1	228	1	76	3.47e-33	127	29459
group_900	WP_004682096.1	100	476	0	0	1	1428	1	476	0	915	234
group_910	WP_004684720.1	100	425	0	0	1	1275	1	425	0	879	234
group_934	WP_002966598.1	99.644	281	1	0	1	843	1	281	0	572	234
group_939	WP_002966618.1	100	330	0	0	1	990	1	330	0	657	234
group_951	WP_004685609.1	100	373	0	0	1	1119	1	373	0	754	234
group_973	WP_002965986.1	100	249	0	0	1	747	1	249	9.5e-163	460	234
hipO_1	WP_041594717.1	100	91	0	0	1	273	1	91	2.66e-44	156	444163
hrpB_1	WP_005974069.1	100	663	0	0	1	1989	1	663	0	1123	29459
hutI	WP_141068128.1	100	536	0	0	1	1608	1	536	0	957	29459
ispH	WP_004683139.1	100	346	0	0	1	1038	1	346	0	709	234
lepB	WP_002970991.1	100	260	0	0	1	780	1	260	2.26e-178	500	234
ligA	WP_002964528.1	100	719	0	0	1	2157	1	719	0	1435	234
metK	WP_005970373.1	100	448	0	0	1	1344	1	448	0	922	234
moaD	WP_002963839.1	98.824	85	1	0	1	255	1	85	3.14e-53	169	234
mscL	WP_006137752.1	99.275	138	1	0	1	414	1	138	1.92e-52	172	29459
namA	WP_004685082.1	100	424	0	0	1	1272	1	424	0	858	234
nrdR	WP_002966765.1	100	158	0	0	1	474	1	158	1.48e-97	287	234
nuoN	WP_004683623.1	100	478	0	0	1	1434	1	478	0	827	234
petA	WP_002964648.1	99.465	187	1	0	1	561	1	187	4.82e-129	369	234
pgi	WP_004682840.1	100	549	0	0	1	1647	1	549	0	1125	234
pgk	WP_002964816.1	100	396	0	0	1	1188	1	396	0	754	234
pgl	WP_002968509.1	100	232	0	0	1	696	1	232	3.51e-148	421	234
pgsA	WP_002963840.1	100	194	0	0	1	582	1	194	5.05e-123	355	234
purS	WP_002963973.1	98.75	80	1	0	1	240	1	80	3.62e-48	156	234
pyk	WP_004685834.1	100	478	0	0	1	1434	1	478	0	963	29459
queD	WP_004685238.1	100	121	0	0	1	363	1	121	2.12e-85	254	29459
rcsC	WP_046722154.1	100	1171	0	0	1	3513	1	1171	0	2283	29459
recN	WP_076771450.1	98.748	559	7	0	1	1677	1	559	0	1002	2632610
rnd	WP_004683543.1	100	385	0	0	1	1155	1	385	0	748	234
rnhA	WP_002963635.1	99.351	154	1	0	1	462	1	154	1.02e-107	313	234
rplI	WP_004683101.1	100	175	0	0	1	525	1	175	9.36e-124	356	234
rplM	WP_002963926.1	100	154	0	0	1	462	1	154	3.91e-109	316	234
rplQ	WP_002964337.1	100	125	0	0	1	375	1	125	1.04e-84	254	234
rpmA	WP_002964927.1	100	89	0	0	1	267	1	89	5.37e-57	179	234
rpsF	WP_006072256.1	99.324	148	1	0	1	444	1	148	8.31e-70	216	29461
rpsI	WP_004683599.1	100	158	0	0	1	474	1	158	6.79e-110	318	234
rpsK	WP_002964339.1	100	129	0	0	1	387	1	129	2.49e-89	264	118882
thiG	WP_004684703.1	100	256	0	0	1	768	1	256	0	518	234
tkt	WP_004684164.1	100	663	0	0	1	1989	1	663	0	1328	234
topA	WP_032449677.1	100	838	0	0	28	2541	1	838	0	1671	234
trpC	WP_002964269.1	100	268	0	0	1	804	1	268	0	536	234
truB	WP_004684584.1	100	324	0	0	1	972	1	324	0	655	234
tusA	WP_002965098.1	98.824	85	1	0	1	255	1	85	8.15e-56	176	234
wecC	WP_002966084.1	100	181	0	0	1	543	1	181	9.67e-133	378	234
