Query	Match	PIdent	Length	Mismatches	Gapopen	QStart	QEnd	SStart	SSend	Evalue	Bitscore	Taxa
group_1801	WP_005973976.1	99.01	101	1	0	1	303	1	101	7.06e-66	202	29459
group_1830	WP_002964046.1	100	120	0	0	1	360	1	120	9.4e-80	239	234
group_1853	WP_002965914.1	100	48	0	0	1	144	1	48	2.38e-25	96.7	2826938
group_1861	WP_002965972.1	100	45	0	0	1	135	1	45	4.56e-23	90.9	234
group_1907	WP_002970018.1	100	68	0	0	1	204	1	68	7.25e-41	137	234
group_1908	WP_004689683.1	100	63	0	0	1	189	28	90	1.05e-24	97.1	29461
group_1914	WP_002967636.1	98.837	86	1	0	1	258	1	86	3.61e-55	174	234
group_1925	WP_182231173.1	100	97	0	0	1	291	217	313	1.2e-65	209	2691913
group_1932	WP_002963647.1	100	61	0	0	1	183	1	61	7.64e-36	124	234
group_1934	WP_002963616.1	100	78	0	0	1	234	1	78	5.09e-45	148	356
group_1954	WP_004682859.1	100	55	0	0	1	165	1	55	2.25e-31	112	234
group_1986	WP_070329529.1	99.167	120	1	0	1	360	1	120	7.5e-55	176	234
group_2039	WP_002965069.1	99.448	181	1	0	1	543	1	181	1.37e-116	337	234
group_2074	WP_002964259.1	100	109	0	0	1	327	1	109	8.09e-74	223	234
group_209	WP_127840839.1	100	288	0	0	1	864	1	288	0	553	29459
group_2092	WP_002965604.1	100	125	0	0	1	375	1	125	1.91e-85	254	234
group_2150	WP_005972644.1	100	107	0	0	1	321	1	107	7.41e-53	170	29459
group_2162	WP_002964839.1	100	94	0	0	1	282	1	94	3.68e-33	120	234
group_2165	WP_002964827.1	100	60	0	0	1	180	1	60	1.07e-32	116	234
group_2166	WP_002964825.1	100	63	0	0	1	189	1	63	2.52e-35	123	234
group_2172	WP_002971137.1	99.346	459	3	0	1	1377	1	459	0	896	235
group_2189	WP_005972833.1	100	168	0	0	1	504	1	168	1.11e-117	339	29459
group_2190	WP_004685794.1	100	164	0	0	1	492	1	164	6.67e-103	301	29459
group_2200	WP_004685777.1	100	69	0	0	1	207	1	69	6.61e-43	142	29459
group_2211	WP_002969148.1	100	229	0	0	1	687	1	229	6.95e-145	413	234
group_2230	WP_002964396.1	100	115	0	0	1	345	1	115	1.71e-37	132	234
group_2349	WP_002967786.1	100	302	0	0	1	906	1	302	0	626	234
group_2350	WP_002964653.1	100	86	0	0	1	258	1	86	2.78e-55	175	234
group_2380	WP_002971643.1	100	64	0	0	1	192	1	64	4.5e-41	137	234
group_2383	WP_002969538.1	100	75	0	0	1	225	1	75	1.56e-46	152	234
group_2386	WP_002967122.1	100	118	0	0	1	354	1	118	3.99e-68	210	234
group_2387	WP_002965516.1	100	77	0	0	1	231	1	77	1.64e-49	159	234
group_2399	WP_002965418.1	99.541	218	1	0	1	654	1	218	1.74e-138	396	234
group_2400	WP_002966536.1	100	120	0	0	1	360	1	120	1e-80	242	2826938
group_2403	WP_004681179.1	100	97	0	0	1	291	1	97	3.37e-65	201	234
group_2408	WP_005972163.1	100	44	0	0	1	132	1	44	6.25e-06	47.4	29459
group_2410	WP_002970845.1	100	45	0	0	1	135	1	45	9.32e-23	90.1	234
group_2413	WP_005968957.1	100	127	0	0	1	381	1	127	4.07e-51	167	234
group_2429	WP_004683346.1	100	55	0	0	1	165	1	55	3.71e-30	109	234
group_2432	WP_004683475.1	100	156	0	0	1	468	1	156	9.39e-96	283	234
group_2460	WP_002963588.1	100	84	0	0	1	252	1	84	9.98e-53	168	2826938
group_2465	WP_004682938.1	100	182	0	0	1	546	1	182	3.1e-125	359	234
group_2471	WP_008936650.1	100	31	0	0	1	93	1	31	1.41e-09	60.8	2632610
group_2472	WP_004682211.1	100	148	0	0	1	444	1	148	6.13e-107	310	234
group_2478	WP_002968969.1	100	59	0	0	1	177	1	59	8.42e-35	121	234
group_2487	WP_002966234.1	100	499	0	0	1	1497	1	499	0	1046	234
group_2488	WP_002964973.1	100	152	0	0	1	456	1	152	3.82e-105	306	234
group_2502	WP_002971847.1	100	29	0	0	1	87	1	29	2.7e-11	60.1	234
group_2503	WP_076780379.1	98.305	118	2	0	1	354	1	118	1.04e-65	204	2632610
group_2513	WP_002969380.1	100	93	0	0	1	279	1	93	4.46e-61	190	234
group_2516	WP_002966354.1	100	225	0	0	1	675	1	225	2.3e-163	459	234
group_2520	WP_162472439.1	100	46	0	0	138	1	28	73	4.91e-24	96.3	29461
group_2522	WP_005974677.1	99.554	224	1	0	1	672	1	224	1.92e-131	379	29459
group_2527	WP_002972188.1	100	64	0	0	1	192	1	64	3.58e-38	130	234
group_2528	WP_005971995.1	100	50	0	0	1	150	1	50	7.85e-17	75.5	234
group_2537	WP_004684232.1	100	263	0	0	1	789	1	263	8.61e-179	501	234
group_2544	WP_151660521.1	97.647	85	2	0	1	255	173	257	3.65e-27	108	94625
group_2545	WP_006119288.1	100	43	0	0	1	129	7	49	2.09e-21	86.7	235
group_2546	WP_002969166.1	100	45	0	0	1	135	8	52	1.96e-24	94.4	29459
group_255	WP_141065144.1	100	155	0	0	1	465	36	190	3.71e-108	318	29459
group_2554	WP_002964569.1	100	73	0	0	1	219	1	73	3.97e-43	143	234
group_2556	WP_004684007.1	100	189	0	0	1	567	1	189	7.62e-136	387	234
group_2563	WP_002969562.1	99.355	155	1	0	1	465	1	155	1.06e-107	313	234
group_2570	WP_002964311.1	100	58	0	0	1	174	1	58	9.74e-21	85.9	234
group_2572	WP_004683894.1	100	145	0	0	1	435	1	145	7.03e-91	270	234
group_2581	WP_002965885.1	100	69	0	0	1	207	1	69	5.95e-42	140	234
group_274	WP_011068861.1	100	49	0	0	147	1	36	84	7.66e-28	104	235
group_32	WP_004684290.1	99.938	1600	1	0	1	4800	1	1600	0	3045	234
group_356	WP_004685353.1	100	359	0	0	82	1158	1	359	0	685	29459
group_3581	WP_004683737.1	100	67	0	0	1	201	1	67	3.95e-41	137	234
group_3589	WP_004683914.1	100	194	0	0	1	582	1	194	2.78e-141	401	234
group_3590	WP_005978410.1	99.675	308	1	0	1	924	1	308	0	595	236
group_3592	WP_002969574.1	100	45	0	0	1	135	2	46	1.05e-23	92.4	234
group_3598	WP_002967056.1	100	66	0	0	1	198	1	66	1.25e-40	136	234
group_3600	WP_002963554.1	100	61	0	0	1	183	1	61	1.4e-27	103	234
group_3606	WP_160542826.1	99.778	450	1	0	1	1350	1	450	0	852	29459
group_3614	WP_017403408.1	100	49	0	0	1	147	2	50	9.53e-10	57.4	234
group_3616	WP_004683653.1	100	107	0	0	1	321	1	107	8.7e-56	178	234
group_3624	WP_002963803.1	100	134	0	0	1	402	1	134	4.22e-93	274	234
group_3646	WP_223597028.1	100	39	0	0	1	117	31	69	5.61e-19	80.9	29459
group_3647	WP_002963558.1	100	75	0	0	1	225	1	75	1.11e-45	150	234
group_3656	WP_014315854.1	100	46	0	0	28	165	1	46	3.55e-23	91.7	234
group_3661	WP_006642587.1	100	97	0	0	1	291	23	119	6.88e-65	201	234
group_3665	WP_004686121.1	100	50	0	0	1	150	1	50	2.05e-29	107	234
group_3668	WP_002967883.1	100	71	0	0	1	213	1	71	7.58e-44	145	234
group_3671	WP_005968947.1	100	71	0	0	1	213	1	71	2.36e-45	149	234
group_3672	WP_002963968.1	100	77	0	0	1	231	1	77	9.53e-49	157	234
group_3674	WP_002963637.1	100	266	0	0	1	798	1	266	0	539	234
group_3676	WP_187960935.1	98.837	86	1	0	1	258	1	86	7.85e-46	151	2769351
group_3693	WP_002963859.1	100	51	0	0	1	153	1	51	3.18e-29	106	234
group_3695	WP_008504311.1	98.78	82	1	0	1	246	1	82	3.16e-21	89	1218315
group_3697	WP_002963813.1	100	85	0	0	1	255	1	85	4.34e-40	136	234
group_3707	WP_002965804.1	100	46	0	0	1	138	1	46	6.81e-24	92.8	234
group_3712	WP_002971243.1	100	205	0	0	1	615	1	205	2.18e-131	377	234
group_3718	WP_004683040.1	99.048	105	1	0	1	315	1	105	7.47e-68	208	234
group_3734	WP_002969202.1	100	136	0	0	1	408	1	136	2.3e-84	252	234
group_3748	WP_002966111.1	100	279	0	0	1	837	1	279	0	549	234
group_3795	WP_004681742.1	100	388	0	0	1	1164	1	388	0	683	234
group_3801	WP_002967978.1	100	331	0	0	1	993	1	331	2.55e-160	460	234
group_3802	WP_006074429.1	99.39	164	1	0	1	492	1	164	7.18e-106	309	29461
group_3817	WP_002963914.1	100	107	0	0	1	321	1	107	3.97e-72	219	234
group_3847	WP_005978406.1	99.519	208	1	0	1	624	1	208	5.97e-96	287	236
group_3851	WP_126981363.1	99.801	503	1	0	1	1509	1	503	0	863	29459
group_3857	WP_006013248.1	99.315	146	1	0	1	438	1	146	1.84e-91	271	236
group_3863	YP_009304058.1	100	18	0	0	51	104	18	35	4.35e-08	47	1718278
group_3878	WP_004684121.1	100	172	0	0	1	516	1	172	2.32e-120	346	234
group_3892	WP_004685547.1	99.507	203	1	0	1	609	1	203	1.6e-147	417	29459
group_3896	WP_153528015.1	99.533	214	1	0	1	642	1	214	3.2e-116	339	2592625
group_3898	WP_002965761.1	100	140	0	0	1	420	1	140	1.62e-95	281	234
group_3901	WP_002972097.1	100	152	0	0	1	456	1	152	2.74e-106	309	234
group_3922	WP_002967489.1	100	156	0	0	1	468	1	156	1.44e-108	315	234
group_3932	WP_004683134.1	100	127	0	0	1	381	1	127	3.67e-74	226	234
group_3941	WP_004684987.1	100	257	0	0	1	771	1	257	0	514	29459
group_3944	WP_002963809.1	100	206	0	0	1	618	1	206	2.94e-139	397	234
group_3949	WP_046722143.1	100	513	0	0	1	1539	1	513	0	981	29459
group_3958	WP_004685190.1	100	190	0	0	1	570	1	190	3.51e-139	395	234
group_3959	WP_004685023.1	100	252	0	0	1	756	1	252	0	519	234
group_3967	WP_153528474.1	98.292	527	9	0	1	1581	1	527	0	995	2592625
group_3968	WP_004683406.1	100	444	0	0	1	1332	1	444	0	881	234
group_3970	WP_002969422.1	100	202	0	0	1	606	1	202	4.61e-145	411	234
group_3986	WP_002964874.1	100	145	0	0	1	435	1	145	1.82e-85	256	234
group_3990	WP_002968219.1	100	238	0	0	1	714	1	238	4.25e-173	485	234
group_3992	WP_004685479.1	100	161	0	0	1	483	1	161	2.76e-94	279	29459
group_4012	WP_002968010.1	100	105	0	0	1	315	20	124	6.61e-73	221	235
group_4019	WP_004683133.1	100	201	0	0	1	603	1	201	1.22e-147	417	234
group_4022	WP_006196133.1	99.681	313	1	0	1	939	1	313	3.37e-154	443	29461
group_4023	WP_002965606.1	100	289	0	0	1	867	1	289	0	596	234
group_4027	WP_002964979.1	100	120	0	0	1	360	1	120	1.36e-81	244	234
group_4036	WP_002966306.1	100	179	0	0	1	537	1	179	1.46e-118	342	234
group_4044	WP_002964735.1	100	483	0	0	1	1449	1	483	0	863	234
group_405	WP_154142104.1	98.93	1028	11	0	1	3084	1	1028	0	1740	2632610
group_4058	WP_004681171.1	100	160	0	0	1	480	1	160	3.95e-111	322	234
group_4064	WP_005970945.1	100	347	0	0	1	1041	1	347	0	714	234
group_4073	WP_005969311.1	100	71	0	0	1	213	1	71	5.01e-43	143	234
group_4083	WP_006079444.1	98.734	79	1	0	1	237	1	79	1.6e-38	132	235
group_4087	WP_002964516.1	98.795	83	1	0	1	249	1	83	3.71e-52	167	234
group_4088	WP_005974601.1	100	146	0	0	1	438	1	146	3.61e-88	263	29459
group_4091	WP_002969481.1	100	88	0	0	1	264	1	88	3.66e-44	147	234
group_4096	WP_002965766.1	100	68	0	0	1	204	1	68	2.36e-44	146	2826938
group_4100	WP_004685062.1	100	196	0	0	1	588	1	196	2.12e-139	396	29459
group_4115	WP_002964341.1	100	194	0	0	1	582	1	194	5.4e-137	390	234
group_4117	WP_002963529.1	100	80	0	0	1	240	1	80	1.01e-51	165	234
group_4120	WP_002971711.1	100	57	0	0	1	171	1	57	4.68e-33	117	234
group_4122	WP_002965314.1	100	62	0	0	1	186	1	62	2.3e-35	123	234
group_4124	WP_002969624.1	100	52	0	0	1	156	1	52	1.39e-28	105	234
group_4130	WP_004682193.1	100	65	0	0	1	195	1	65	1.62e-39	133	234
group_4132	WP_002963525.1	100	52	0	0	1	156	1	52	5.12e-24	93.6	234
group_4135	WP_002969141.1	100	61	0	0	1	183	1	61	8.62e-36	124	234
group_4137	WP_006144621.1	99.029	103	1	0	1	309	1	103	1.44e-57	182	29459
group_4139	WP_002971893.1	100	60	0	0	1	180	1	60	8.46e-21	86.3	234
group_414	WP_004685381.1	100	556	0	0	1	1668	1	556	0	1110	234
group_4141	WP_006642715.1	100	55	0	0	1	165	5	59	8.12e-32	113	235
group_4147	WP_002965429.1	100	100	0	0	1	300	1	100	3.89e-52	168	234
group_4148	WP_004684918.1	100	114	0	0	1	342	1	114	1.65e-76	231	29459
group_466	WP_006642658.1	100	49	0	0	1	147	2	50	1.76e-27	102	29459
group_477	WP_005978107.1	99.799	498	1	0	1	1494	1	498	0	964	236
group_56	WP_004686617.1	99.841	630	1	0	1	1890	1	630	0	1253	234
group_588	WP_025198823.1	100	951	0	0	1	2853	1	951	0	1625	29459
group_674	WP_002965550.1	100	411	0	0	1	1233	1	411	0	758	234
group_720	WP_005974406.1	100	165	0	0	1	495	1	165	1.76e-92	275	29459
group_759	WP_019443524.1	98.851	174	2	0	157	678	1	174	3.17e-120	348	235
group_805	WP_087913391.1	100	76	0	0	1	228	1	76	3.47e-33	127	29459
group_900	WP_004682096.1	100	476	0	0	1	1428	1	476	0	915	234
group_910	WP_004684720.1	100	425	0	0	1	1275	1	425	0	879	234
group_927	WP_086440155.1	99.057	106	1	0	1	318	11	116	1.81e-49	162	1927135
group_951	WP_004685609.1	100	373	0	0	1	1119	1	373	0	754	234
group_973	WP_002965986.1	100	249	0	0	1	747	1	249	9.5e-163	460	234
hipO_1	WP_041594717.1	100	91	0	0	1	273	1	91	2.66e-44	156	444163
hrpB_1	WP_005974069.1	100	663	0	0	1	1989	1	663	0	1123	29459
ispH	WP_004683139.1	100	346	0	0	1	1038	1	346	0	709	234
lepB	WP_002970991.1	100	260	0	0	1	780	1	260	2.26e-178	500	234
ligA	WP_002964528.1	100	719	0	0	1	2157	1	719	0	1435	234
metK	WP_005970373.1	100	448	0	0	1	1344	1	448	0	922	234
mscL	WP_006137752.1	99.275	138	1	0	1	414	1	138	1.92e-52	172	29459
namA	WP_004685082.1	100	424	0	0	1	1272	1	424	0	858	234
nrdR	WP_002966765.1	100	158	0	0	1	474	1	158	1.48e-97	287	234
nuoN	WP_004683623.1	100	478	0	0	1	1434	1	478	0	827	234
petA	WP_002964648.1	99.465	187	1	0	1	561	1	187	4.82e-129	369	234
pgi	WP_004682840.1	100	549	0	0	1	1647	1	549	0	1125	234
pgk	WP_002964816.1	100	396	0	0	1	1188	1	396	0	754	234
pgl	WP_002968509.1	100	232	0	0	1	696	1	232	3.51e-148	421	234
pgsA	WP_002963840.1	100	194	0	0	1	582	1	194	5.05e-123	355	234
pyk	WP_004685834.1	100	478	0	0	1	1434	1	478	0	963	29459
queD	WP_004685238.1	100	121	0	0	1	363	1	121	2.12e-85	254	29459
rcsC	WP_046722154.1	100	1171	0	0	1	3513	1	1171	0	2283	29459
recN	WP_076771450.1	98.748	559	7	0	1	1677	1	559	0	1002	2632610
rnd	WP_004683543.1	100	385	0	0	1	1155	1	385	0	748	234
rnk	WP_008510690.1	92.537	67	5	0	1	201	1	67	1.12e-45	125	1218315
rplI	WP_004683101.1	100	175	0	0	1	525	1	175	9.36e-124	356	234
rplQ	WP_002964337.1	100	125	0	0	1	375	1	125	1.04e-84	254	234
rpmC	WP_002964354.1	100	66	0	0	1	198	1	66	2.6e-37	128	234
rpmD	WP_002967737.1	100	65	0	0	1	195	1	65	2.05e-38	130	2826938
rpmE	WP_002964804.1	100	73	0	0	1	219	1	73	9.52e-47	152	118882
rpsF	WP_006072256.1	99.324	148	1	0	1	444	1	148	8.31e-70	216	29461
rpsI	WP_004683599.1	100	158	0	0	1	474	1	158	6.79e-110	318	234
rpsK	WP_002964339.1	100	129	0	0	1	387	1	129	2.49e-89	264	118882
rpsN	WP_002964349.1	100	101	0	0	1	303	1	101	4.66e-65	201	234
sbmA	WP_002963536.1	99.759	415	1	0	1	1245	1	415	0	837	234
soxD	WP_002965477.1	100	101	0	0	1	303	1	101	5.35e-70	213	234
sufA	WP_002964063.1	100	126	0	0	1	378	1	126	4.86e-87	258	234
thiG	WP_004684703.1	100	256	0	0	1	768	1	256	0	518	234
thiS	WP_002965463.1	100	65	0	0	1	195	1	65	2.46e-37	128	234
tkt	WP_004684164.1	100	663	0	0	1	1989	1	663	0	1328	234
topA	WP_032449677.1	100	838	0	0	28	2541	1	838	0	1671	234
trpC	WP_002964269.1	100	268	0	0	1	804	1	268	0	536	234
truB	WP_004684584.1	100	324	0	0	1	972	1	324	0	655	234
tusA	WP_002965098.1	98.824	85	1	0	1	255	1	85	8.15e-56	176	234
uxaC	WP_002967248.1	100	374	0	0	1	1122	1	374	0	766	234
wecC	WP_002966084.1	100	181	0	0	1	543	1	181	9.67e-133	378	234
wrbA	WP_004683783.1	100	199	0	0	1	597	1	199	2.24e-131	376	234
yajC	WP_002964021.1	100	113	0	0	1	339	1	113	1.31e-54	175	234
