"V1"	"V2"	"V3"	"V4"	"Genome"	"ST"	"clusters"
-0.225302512293665	0.00457982378128076	0.00562945765873002	-0.0331339146819288	"2011TE1180311_2011"	"11"	"1"
-0.230770764996928	0.0373536549238242	0.0177734821642471	-0.0376989154083296	"2011TE1180511_2011"	"11"	"1"
-0.22903150162367	0.00872888226579045	0.00332903471060615	-0.0287997723573643	"2011TE1181011_2011"	"11"	"1"
-0.252444548871197	0.0171551634200434	0.00536573731703706	-0.0201796191877147	"2011TE1181411_2011"	"11"	"1"
-0.212350335868861	0.025530955922627	-0.0176980082231277	-0.000589062577301594	"2011TE1181511_2011"	"11"	"1"
-0.241231597145462	0.0200927660782458	-0.00435461928755792	-0.053023156095627	"2011TE1182111_2011"	"11"	"1"
-0.217751568914471	0.0360349338001509	0.00594728562372462	-0.0174353693617778	"2011TE1182611_2011"	"11"	"1"
-0.22136375858445	0.053556593537604	-0.0278848066222814	-0.0182844042482178	"2011TE1182811_2011"	"11"	"1"
-0.213417969230463	0.0304688480684846	-0.00446942836110075	-0.0264484413511144	"2011TE1184211_2011"	"11"	"1"
-0.211461461172958	0.0713028941965704	-0.0699082712420983	0.0473207624019079	"2011TE1184411_2011"	"11"	"1"
-0.223856762724787	-0.0106350098830348	0.00348381195615237	-0.00948555132310001	"2011TE1237211_2011"	"11"	"1"
-0.235709145198222	0.0183642147821915	-0.00967712938879209	-0.0255833305414044	"2011TE1237311_2011"	"11"	"1"
-0.207604228686101	0.0175921314922294	-0.00892907267617322	-0.0166241713084299	"2011TE1284111_2011"	"11"	"1"
-0.233560303495156	-0.0129684723156664	0.00501819789532753	-0.0169734334732079	"2011TE1284911_2011"	"11"	"1"
-0.236965152156878	0.0105974008474598	0.00392609732412366	-0.0325364922188488	"2011TE1354111_2011"	"11"	"1"
0.132963575195416	-0.108966310974315	0.0355763250988297	-0.0435854536867731	"2011TE1951311_2011"	"8"	"4"
-0.218638904791015	-0.00497725749511426	0.0379425743099335	-0.0124871398446845	"2011TE199411_2011"	"11"	"1"
-0.192981590940859	0.0339953328312641	-0.0396090377383588	-0.00876174254715489	"2011TE199511_2011"	"11"	"1"
0.131505256947563	0.16083082204151	0.231539904241694	-0.0945504066060059	"2011TE2103111_2011"	"7"	"3"
-0.225255250422756	0.0221888002314942	-0.037672661733785	0.00796139212682283	"2011TE2168711_2011"	"43"	"1"
-0.222777820970748	-0.00377647431248926	-0.0015205385826549	-0.0171218755240012	"2011TE229911_2011"	"43"	"1"
-0.202197478269738	0.0181803295496336	-0.0103090937591778	-0.00528847132372593	"2011TE246111_2011"	"11"	"1"
-0.202252670936766	-0.0214568016316581	0.0277351857475387	-0.0120408440803029	"2011TE392211_2011"	"11"	"1"
-0.209623996482658	0.0608730520099385	-0.00587300742264321	0.0130720214288415	"2011TE446711_2011"	"11"	"1"
-0.228707062046454	0.0162861284727637	0.0117261705530669	-0.007270361461986	"2011TE447111_2011"	"11"	"1"
-0.228725534708181	0.0363979047889402	0.0164824623497391	0.000409494758067859	"2011TE447411_2011"	"11"	"1"
-0.224737941906859	0.029461697106821	0.0249779800952497	-0.0143886111758183	"2011TE447811_2011"	"11"	"1"
-0.239874499623228	0.0275704395588985	0.0258069800790211	-0.00723694044883157	"2011TE447911_2011"	"11"	"1"
-0.231838322971281	0.0222514106573406	0.00837179652410974	0.0174079102946156	"2011TE448011_2011"	"11"	"1"
-0.221710038104049	0.00249648911040955	-0.00318690832524594	-0.0472068622670698	"2011TE448411_2011"	"11"	"1"
-0.240516497209844	0.00113819805987136	0.0124860149172354	-0.0135791734336495	"2011TE448611_2011"	"11"	"1"
-0.245428493686093	0.0016564202588745	-0.0110917424293729	-0.00679280594926768	"2011TE448811_2011"	"11"	"1"
-0.233629107955463	0.0410797585607228	9.01144165899414e-05	-0.0153865726231226	"2011TE449111_2011"	"11"	"1"
-0.260430003111763	0.0156224226453845	-0.00284222063804719	-0.0259823700586575	"2011TE449611_2011"	"11"	"1"
-0.234440376022084	0.0106129927060901	-0.0284253380472383	-0.035961587332544	"2011TE450011_2011"	"11"	"1"
-0.226091778360528	0.0273054207165892	-0.00539282245156117	0.0133896223410631	"2011TE605711_2011"	"11"	"1"
-0.216379947164916	0.0155178286457516	-0.00689003220879853	0.00807180189738409	"2011TE607611_2011"	"11"	"1"
-0.196183737708984	0.0475777890332438	-0.00706230903133907	0.0449271932737198	"2011TE629911_2011"	"11"	"1"
-0.184434565973429	0.0113064907590521	0.0026693288499599	0.00178119224229841	"2011TE629912_2011"	"11"	"1"
-0.187031944261752	-0.00868839796557467	-0.00349758828790414	-0.000624836136578768	"2011TE683711_2011"	"88"	"1"
-0.206238707500357	0.00865748388742816	0.0121545833399632	-0.0327784210989083	"2011TE683811_2011"	"88"	"1"
-0.185983537610637	-0.024390513534657	0.00559872127283944	-0.0454314574912762	"2011TE683911_2011"	"88"	"1"
-0.237906130632	-0.00170835663835862	0.0200455432002269	-0.02508759523044	"2011TE684011_2011"	"11"	"1"
-0.20697285591207	-0.00538269722230382	0.0186016052627024	-0.0176255322619301	"2011TE684411_2011"	"88"	"1"
-0.237964951107891	0.00239225174682548	-0.00519287983840453	-0.0277233654623249	"2011TE74411_2011"	"11"	"1"
-0.224700669702262	0.01989729212944	-0.0293501388502716	-0.00543690346316089	"2011TE755611_2011"	"43"	"1"
-0.235036747632019	0.0301610607122213	-0.0157692030184921	-0.00641691050867209	"2012TE1848511_2012"	"11"	"1"
-0.269918613266038	0.00626344930174772	0.00493968728537438	-0.0338085916616654	"2012TE2422611_2012"	"11"	"1"
-0.223899652412208	-0.0239880114460073	0.0230888482633769	-0.0124828590379777	"2012TE2424011_2012"	"11"	"1"
-0.249725954951116	-0.0165784732136172	0.0784393833470018	0.0266662885896156	"2013TE1352811_2013"	"11"	"1"
-0.211125319292869	0.0108317546505154	0.0103697930849904	-0.019703556381117	"2013TE1500311_2013"	"11"	"1"
-0.258300456851658	0.0182877646703555	0.0118910150524977	-0.0273745185052201	"2013TE1500511_2013"	"11"	"1"
-0.197766325356334	0.00381367460325652	0.0088631921145061	0.0213128077746446	"2013TE1501611_2013"	"43"	"1"
-0.250614653873374	0.0474441899184048	0.0328580580486693	-0.00477556893058807	"2013TE1501911_2013"	"11"	"1"
-0.245576947901476	0.00816745395063838	0.0202358408529833	0.00550529167913949	"2013TE1502111_2013"	"11"	"1"
-0.209673478316113	0.0276049304723089	-0.0259010925645029	0.0541498783768963	"2013TE1502811_2013"	"11"	"1"
-0.251479843635462	-0.00913021510440449	0.00525570691066837	-0.0319100182218349	"2013TE1502911_2013"	"11"	"1"
-0.222869956504607	0.00774131434270353	0.00956277582600895	-0.0122056432349808	"2013TE254711_2013"	"11"	"1"
-0.248833538369374	-0.0136201385934685	0.0143983114228585	-0.0215846895343688	"2014TE1651012_2014"	"11"	"1"
-0.243024351667321	-0.0394001960549773	0.00562958104859284	-0.0343809310430625	"2014TE1651017_2014"	"11"	"1"
-0.24631037360116	0.0187360390531455	0.00412334111826326	-0.0314006337209327	"2015CB2220119_2015"	"11"	"1"
-0.2737043644779	0.0110172330890153	0.00163327679943802	0.000708528900320333	"2015CB3742120_2015"	"11"	"1"
-0.217097605868734	-0.0136692493848228	0.0177455053603562	-0.0210610864437715	"2015CB3742127_2015"	"11"	"1"
-0.259340008062622	-0.0206169685402519	-0.011463220200068	-0.0166664026482948	"2015IS2529114_2015"	"11"	"1"
-0.259070164636767	0.00647639952791333	0.0054796034495853	-0.0297957075832008	"2015IS2533111_2015"	"11"	"1"
-0.249485107494844	0.0110987565607486	-0.00590409391878415	-0.0126858579872639	"2015IS2547111_2015"	"11"	"1"
-0.254376293415628	0.0237540804002456	-0.00865811457899199	-0.0356740360998658	"2015IS256619_2015"	"11"	"1"
-0.255243672778923	0.0124741713886512	0.00703046923253049	-0.00698208868612329	"2015IS3088130_2015"	"11"	"1"
-0.227995337335879	0.0101728598118405	0.00140622011349463	-0.0122743750140198	"2015IS3088136_2015"	"11"	"1"
-0.224317549837323	0.0202703948913186	0.0223979958663366	0.0296991422684636	"2015IS3088142_2015"	"11"	"1"
-0.242800737619128	0.0131069267316535	0.0380095628158221	-0.0415399103404856	"2015IS341317_2015"	"11"	"1"
-0.242926424789661	-0.000994080974368501	-0.00198791627765554	-0.0189602994100281	"2015IS368118_2015"	"11"	"1"
-0.240079724138993	-0.00403888764723519	-0.00287625902509991	-0.00233840030864424	"2015IS508818_2015"	"11"	"1"
-0.224100819910345	0.0299595085086989	0.00827985939592752	-0.0206831430604575	"2015IS594717_2015"	"11"	"1"
-0.264504317424932	0.0143778674681869	0.0329531975825609	-0.00160084005109531	"2015IS604318_2015"	"11"	"1"
-0.250738195879971	-0.00100492768755476	0.0244326572225476	-0.0200315793169704	"2015TE1184311_2015"	"43"	"1"
-0.275642096384814	-0.00567683098150575	0.00557283057078831	-0.0101155088525762	"2015TE1184511_2015"	"43"	"1"
-0.260020794907522	-0.0021503646635519	-0.0119099956625157	-0.00790931687490471	"2015TE1184711_2015"	"43"	"1"
-0.238055831581611	0.00359076208317459	-0.011495902248679	-0.0117402442833313	"2015TE1184712_2015"	"43"	"1"
-0.220437813384424	0.0149033814476138	0.000576668078808262	-0.032172715392874	"2015TE1184913_2015"	"11"	"1"
-0.246146927741395	0.00155651126930858	0.00993821073479967	-0.0336886144756645	"2015TE1614211_2015"	"11"	"1"
-0.238630392335229	0.00133461402338732	0.0183555096315228	-0.0281631253807534	"2015TE1614212_2015"	"11"	"1"
-0.242207694638833	-0.00302202650212034	0.0151749535124284	-0.0357937611685111	"2015TE1616512_2015"	"11"	"1"
-0.204106969358349	-0.00724166162352506	0.00433472242050696	-0.00650327254199604	"2015TE1617311_2015"	"11"	"1"
-0.229134623470908	0.00881448671270373	-0.000865291950182249	-0.0201155627345848	"2015TE1618111_2015"	"11"	"1"
-0.226486686608478	-0.0240648035084562	0.0148734070908588	-0.0119599040529163	"2015TE1618911_2015"	"11"	"1"
-0.236009203973691	0.0058817132993052	0.0100301287733817	-0.0321736041603905	"2015TE1619411_2015"	"11"	"1"
-0.244806602635778	0.00406611197231517	0.00494801692296554	-0.0266382803632436	"2015TE1620011_2015"	"11"	"1"
-0.226254992749926	0.00124588444836852	-0.00290765624556404	-0.0346552346418831	"2015TE2182411_2015"	"11"	"1"
-0.254944043064007	-0.00465660178138831	-0.00459693379065326	-0.0124947374119816	"2015TE2182511_2015"	"11"	"1"
-0.195797087377014	-0.0052747825452311	0.0227738730268543	0.0416770552283385	"2015TE2627011_2015"	"11"	"1"
-0.242947101032924	-0.0369609741193248	0.0189183473932558	-0.0146354163165412	"2016CB126517_2016"	"11"	"1"
-0.252067135322759	-0.00447780986925867	0.00727314057766772	-0.0221292903855076	"2016TE1727011_2016"	"11"	"1"
-0.242556517591767	0.0253415899009096	0.0191655562204679	-0.035666659322083	"2016TE1727111_2016"	"11"	"1"
-0.246794437287408	0.0137764274679272	0.0182692209785954	-0.0134955751203947	"2016TE600811_2016"	"11"	"1"
-0.249786678442648	0.000288364358294796	-0.0131069829725651	-0.0284877390870483	"2016TE634411_2016"	"11"	"1"
-0.247628353759463	0.0145548526265359	0.00888930789119975	-0.00682383768187239	"2016TE70312_2015"	"11"	"1"
-0.250702831190312	-0.0158550412286767	-0.0145109284703738	-0.0252473534117037	"2016TE70511_2015"	"11"	"1"
-0.222920985184469	-0.00588568516460579	0.0375549033225685	0.00449995698313614	"2017TE307211_2017"	"11"	"1"
0.161111232566899	-0.0581266576574858	-0.124180341444983	0.0359271053036549	"20236_2012"	"8"	"2"
0.109711623177088	-0.204326971187753	0.144968142892792	0.0279647713896009	"43_Unknown"	"8"	"5"
0.145019845022122	-0.209657968120038	0.128225176280868	0.177941815822575	"548_1948"	"8"	"5"
0.149901775548122	0.00419672724274428	-0.0708303150355785	-0.000455645927486307	"64-150_1964"	"41"	"2"
0.136355317140346	-0.0148787810870837	-0.0764667691504657	-0.03618900360556	"66-59_1966"	"8"	"2"
0.144994776204798	0.186182971755233	0.265789916953954	0.238673336652686	"ADMAS-G1_2013"	"7"	"3"
0.154958418354912	-0.0309606076482359	-0.109605071636044	0.0539932534422279	"ATCC23457_Unknown"	"8"	"2"
0.186875198589811	0.26084693718938	0.123926836014601	-0.0195458662768085	"B115_1962"	"7"	"3"
0.144807660083963	0.186186691611815	0.248299377393254	-0.12558021395213	"B115_Unknown"	"7"	"3"
0.161104175724999	-0.0523155388630997	-0.094000346299956	0.0375419353752688	"B15_2018"	"8"	"2"
0.151980656211762	-0.0517444822394161	-0.126016923850526	0.0049884178886496	"B29_2018"	"8"	"2"
0.147030027958966	-0.0467245742997205	-0.0656601047397536	0.00410268746466801	"B7_2016"	"8"	"2"
0.166682085358318	-0.0570392843976707	-0.125538195937542	0.0692306475230665	"B9_2018"	"8"	"2"
0.105173422852256	-0.132529283358528	0.0283882555960009	-0.112972549189371	"BB10_2012"	"8"	"4"
0.11842595820804	-0.0728639099373501	-0.0292274387464984	-0.0808940034575106	"BB15_2010"	"8"	"4"
0.130676350523975	-0.154539047664726	0.0369324121527055	-0.100900001046799	"BB17_2010"	"8"	"4"
0.142234532398842	-0.116618656676892	-0.00657657582723269	-0.0830713303328633	"BB18_2013"	"8"	"4"
0.0913382338040577	-0.147656878944222	0.0438613675151148	-0.0960189361155941	"BB19_2011"	"8"	"4"
0.109514151790531	-0.11426982507764	0.00314370389127264	-0.100080846063677	"BB1_1973"	"8"	"4"
0.127876848874305	-0.146730053895394	0.0283354184678761	-0.0969588915925444	"BB20_2011"	"8"	"4"
0.115937375258549	-0.117263627689413	-0.0139878978475125	-0.0676819809842801	"BB2_1957"	"8"	"4"
0.115460145494177	-0.155371161578618	0.05472180659756	-0.0946158389734224	"BB3_1980"	"8"	"4"
0.0939735391551847	-0.112993975606177	-0.00687458143935691	-0.0990157148289769	"BB4_1957"	"8"	"4"
0.118649204826231	-0.151862763763685	0.0369046283780929	-0.0926773123055199	"BB5_2012"	"8"	"4"
0.116422816552758	-0.137615110645817	0.0169940420329127	-0.079350823881693	"BB6_1963"	"8"	"4"
0.117379188475009	-0.144194639248754	0.0477254215192215	-0.106637459424211	"BB7_1980"	"8"	"4"
0.120509567702578	-0.0950778439325203	0.00334669180576077	-0.040244381969482	"BB8_1991"	"8"	"4"
0.120106753413767	-0.169863755555225	0.0488062669086599	-0.0969035436467665	"BB9_1990"	"8"	"4"
0.153325569804831	-0.146621028881694	0.104520377183526	-0.0778557003491888	"BCB028_1956"	"8"	"4"
0.146131423448918	-0.19192154068056	0.117359776138999	-0.0769834854483682	"BCB033_2006"	"8"	"4"
0.154987451072553	-0.0177521705168587	-0.0853800417746755	0.0148768619910221	"BG2-S27_2008"	"8"	"2"
0.133997473483763	-0.0118831677864241	-0.107121537314092	0.0579817850241452	"BL_2012"	"8"	"2"
0.106625670920687	-0.111948358472167	-0.00744501542190333	-0.0913324566708211	"BMM-13-15_2015"	"39"	"4"
0.0926204871889887	-0.0964155263627444	0.00711820805669675	-0.094201816386541	"BMM-19-15_2015"	"39"	"4"
0.0931928696146006	-0.103764862926668	0.00547275393467119	-0.105265947145768	"BMM15-15_2015"	"39"	"4"
0.112591587786981	-0.124699097339725	-0.00561706459480034	-0.0679495988477454	"BMM26-15_2015"	"39"	"4"
-0.210308317723579	0.0702020091630859	-0.0362240913374021	0.0286737414059328	"BRUC048_Unknown"	"11"	"1"
-0.172942894857222	0.0842035691154254	-0.0695048061948096	0.0510392853332343	"BRUC101_Unknown"	"11"	"1"
0.136174960345232	-0.0212515642691492	-0.111769278850078	0.0147980048724653	"BY38_2013"	"8"	"2"
0.0886038110315658	-0.119087511614704	0.0552301068719563	-0.0712920013363588	"BmIND1_2007"	"8"	"4"
0.134729897309365	-0.0156660124909407	-0.0985435031416874	0.0108389487547951	"BmWS93_2015"	"8"	"2"
0.13888969592333	-0.169778954028045	0.0604612818478438	-0.0230469691313666	"Brm-1252-10-Geo_2010"	"8"	"4"
0.161010774857175	-0.117951385844652	0.0265747390311507	-0.0114040593289292	"Brm-1268-11-Geo_2011"	"8"	"4"
0.126853131823115	-0.143362158007852	0.0536785146134363	-0.0505961828762829	"Brm-1771-12-Geo_2012"	"8"	"4"
0.151906310390195	-0.0295830494060019	-0.13193552343003	0.012903138613974	"BwIM-AFG-63_2016"	"8"	"2"
0.151136398515998	-0.0184568784602299	-0.1212742145746	0.0201308010905775	"BwIM-ALB-46_2015"	"8"	"2"
0.138511401124371	-0.0287493482710974	-0.106561675582307	0.0318695733448157	"BwIM-BGR-21_2016"	"8"	"2"
0.157770912113654	-0.0407134511116394	-0.115959212819443	0.0153183539687648	"BwIM-IRN-28_2015"	"NF"	"2"
0.163000907282129	-0.0289666399283844	-0.157918160395875	0.050205110295218	"BwIM-IRN-37_2015"	"8"	"2"
0.155110526175229	-0.0398416747284182	-0.136473623962773	0.0321359108248518	"BwIM-IRQ-11_2014"	"8"	"2"
0.150434152916163	0.00532071954565973	-0.138644313523899	0.0359885644871377	"BwIM-IRQ-32_2014"	"8"	"2"
0.147539168020496	-0.0210497161216417	-0.129658108251536	0.0320933944479465	"BwIM-IRQ-43_2015"	"8"	"2"
-0.161841843103538	0.0923491142042747	-0.0895650873746475	0.0687664339527228	"BwIM-ITA-55_2016"	"11"	"1"
0.157352408860444	-0.0364577078288985	-0.165907966255898	0.0442978874675389	"BwIM-JOR-13_2015"	"8"	"2"
0.140571470624285	-0.0174294949533169	-0.127346560045293	-0.0240209115890354	"BwIM-KWT-42_2016"	"8"	"2"
-0.144536996158205	0.0768337573788166	-0.100372037984846	0.0787133889942588	"BwIM-MAR-25_2016"	"11"	"1"
0.154132831679099	-0.0323962325876968	-0.126337503167175	0.014688515133602	"BwIM-SAU-09_2015"	"8"	"2"
0.131883980780607	0.186635272052101	0.0614486477127542	0.0487844507193346	"BwIM-SOM-36a_2014"	"12"	"3"
0.160212395992695	0.178389467852202	0.0448762459618249	0.0323572273664355	"BwIM-SOM-36b_2014"	"12"	"3"
0.151642179957082	-0.0344313685183908	-0.132474097925809	0.0181000805987096	"BwIM-SYR-01_2015"	"8"	"2"
0.153658853789293	-0.022237301539739	-0.142022409121079	0.0127853312212642	"BwIM-SYR-04_2015"	"8"	"2"
0.155604699733905	-0.00768598141386633	-0.141708628245184	0.0387078521790972	"BwIM-SYR-05_2015"	"8"	"2"
0.167664991928513	-0.0150546957091096	-0.120047533351785	0.0389420274022989	"BwIM-SYR-07_2015"	"8"	"2"
0.147754678661132	-0.0258415951284036	-0.143269964044158	0.00849561775319185	"BwIM-SYR-08_2016"	"8"	"2"
0.154288420076171	-0.0186149458137296	-0.148246393643279	0.0295823092154716	"BwIM-SYR-10_2016"	"8"	"2"
0.148791843055028	-0.0143625144732073	-0.137316365888574	0.0233885503959623	"BwIM-SYR-14_2015"	"8"	"2"
0.167617804310439	-0.0336792064834129	-0.137990450230762	0.039683144821707	"BwIM-SYR-23_2016"	"8"	"2"
0.152898332814611	-0.0195407615329986	-0.155224708580142	0.0376448870237333	"BwIM-SYR-26_2015"	"8"	"2"
0.173319235344321	-0.0132070255965763	-0.122272972284624	0.0375239733883687	"BwIM-SYR-31_2015"	"8"	"2"
0.150502020794553	-0.0108019561402936	-0.126778778938463	0.0119689503844444	"BwIM-SYR-34_2015"	"8"	"2"
0.157645583270809	-0.0346843659421804	-0.136278971928585	0.0153757681746752	"BwIM-SYR-41_2016"	"8"	"2"
0.151143617421437	-0.0222875419529794	-0.145542243836203	0.0211349666705661	"BwIM-SYR-53_2015"	"8"	"2"
0.156204113062561	-0.0213786150517316	-0.107635895149136	0.0389491466942916	"BwIM-TKM-56_2015"	"71"	"2"
0.138535516476014	-0.00343555092434875	-0.139031848444493	-0.0037591309722034	"BwIM-TUR-02_2016"	"8"	"2"
0.150164054784229	-0.0358243291916668	-0.129189887991167	-0.00146636197130263	"BwIM-TUR-03_2014"	"8"	"2"
0.169045060930348	-0.0162183509872655	-0.13399234978341	0.0321162060363908	"BwIM-TUR-17_2014"	"8"	"2"
0.168512341913348	-0.0170510470038182	-0.152179541156898	0.0487409907238259	"BwIM-TUR-19_2014"	"8"	"2"
0.162266158631858	-0.00544734005218871	-0.133472210084583	0.0515400977664778	"BwIM-TUR-24_2015"	"8"	"2"
0.163922572084442	-0.0165303392159977	-0.10590876059599	0.0199396179255196	"BwIM-TUR-27_2015"	"8"	"2"
0.153342686885012	-0.0258303849124005	-0.154162338397647	0.0162874097789476	"BwIM-TUR-30_2014"	"8"	"2"
0.142877860674949	-0.0243470488720057	-0.127801445974864	0.0144336693193978	"BwIM-TUR-38_2015"	"8"	"2"
0.154458241273402	-0.0300902612059302	-0.139641636310314	0.0500785703606692	"BwIM-TUR-39_2014"	"8"	"2"
0.157015333238839	-0.00719944305283684	-0.129361947996051	0.0034579112509577	"BwIM-TUR-40_2014"	"8"	"2"
0.157315640918124	-0.035374966907079	-0.103597715530591	0.0118452871904706	"BwIM-TUR-51_2014"	"8"	"2"
0.148762173859503	-0.0458448800229736	-0.135256278879026	0.0294946625603823	"BwIM-TUR-59_2014"	"8"	"2"
0.14932353259611	-0.00283065559092923	-0.104501291404744	0.00265509846434462	"BwIM-TUR-5_2014"	"8"	"2"
0.158842518906665	-0.0441022902376946	-0.133813835214769	0.0441453084866911	"BwIM-TUR-60_2014"	"8"	"2"
0.153872064558464	-0.0179793660110386	-0.0994299093471578	0.009079061707838	"BwIM-XXX-12_2015"	"8"	"2"
0.152509894423827	-0.0219694413200451	-0.15029164713445	0.0246693336285047	"BwIM-XXX-22_2015"	"8"	"2"
0.155174700387178	-0.0208383696110836	-0.124257545515608	0.014723771429592	"BwIM-XXX-54_2015"	"102"	"2"
-0.157071386902386	0.0861654043879532	-0.112542850731758	0.0938009749951298	"BwIMITA-45_2015"	"43"	"1"
0.138714453946929	-0.248575999934092	0.230747828490934	0.118876478744909	"C-554_2012"	"8"	"5"
0.134345459508645	-0.250114641163641	0.175671321607519	0.0896278342594274	"C-555_2012"	"8"	"5"
0.124356489218839	-0.262958957676876	0.202692920942275	0.136959745540215	"C-558_2013"	"8"	"5"
0.127758093817986	-0.219880368084738	0.23802658130458	0.0893927007140805	"C-567_2014"	"8"	"5"
0.130246676014063	-0.251794224870405	0.209483862208858	0.122119411438824	"C-568_2014"	"8"	"5"
0.132275958214758	-0.157592674778541	0.0989780530361587	-0.0475039465419613	"C-569_2014"	"8"	"4"
0.134088142514045	-0.194642201198618	0.104824792749979	0.00950732703476051	"C-570_2014"	"8"	"5"
0.123617942969969	-0.177363865545993	0.159614250925192	0.0278893064454844	"C-571_2014"	"8"	"5"
0.153238523375292	-0.174726327167607	0.106054563341917	-0.00168773585745688	"C-572_2014"	"8"	"5"
0.16438980862714	-0.0557692987560877	-0.123865556039469	0.0542687583989244	"C-573_2014"	"8"	"2"
0.147865264242408	-0.0257059690528027	-0.133062768407457	0.0223863435543667	"CIIMS-BH-2_2016"	"8"	"2"
0.15574134797661	-0.0379295806055712	-0.11963340533327	0.0201731743889397	"CIIMS-NV-1_2016"	"8"	"2"
0.169714107174928	-0.0199914874178259	-0.115771093719417	0.0447018641079048	"CIIMS-NV-5_2016"	"8"	"2"
-0.0667944446414642	0.0962571563034434	-0.0715321289671458	0.0645724383536705	"CIIMS-PH-3_2016"	"8"	"1"
0.165353009236541	-0.053045494735435	-0.121097688238702	0.051365296032994	"CIT21_2015"	"8"	"2"
0.159442870974811	-0.0520593374924654	-0.131101690173641	0.0399802407092735	"CIT31_2015"	"8"	"2"
0.153331419367246	-0.0445325187880609	-0.133265500305883	0.0332800768071473	"CIT43_2015"	"8"	"2"
0.172967749339663	0.275503521038844	0.130153102559069	-0.0287998739751923	"CNGB1076_2006"	"7"	"3"
0.185383899932519	0.271290556816568	0.108006377554954	-0.026369494724394	"CNGB1120_2006"	"7"	"3"
0.196989732981578	0.257244926773845	0.0858227667716789	-0.0604653707198544	"CNGB290_1996"	"7"	"3"
-0.197485732532202	-0.0804787347671333	0.188865292707356	0.145392190947903	"Ether-VerA_Unknown"	"9"	"1"
-0.150628450199047	0.13040475286658	-0.0479237732816461	0.0964159183631468	"Ether-VerB_Unknown"	"9"	"1"
0.123461744435945	0.216211123563172	0.0567592941218788	0.0165805743915114	"F1-06B10_2006"	"12"	"3"
0.161133897039583	0.237276647344687	0.147555070914936	-0.0447357785976756	"F10-05-2_2005"	"7"	"3"
0.15826888511207	-0.00517804534590918	-0.0557071388021041	0.0175711099251606	"F10-06-16_2006"	"39"	"2"
-0.184266059437333	0.0955787237270836	-0.0717684568563488	0.0359866301381221	"F15-06-7_2006"	"11"	"1"
