Genome	Gene	MeanCoverage	sdCoverage	PercentCoverage	CV	Length	GC	GCCorrected
Brancorsini	group_660	9.32771535580524	10.1838309297941	0.649812734082397	1.0917819145774	534	0.5412	10.3478796556826
Brancorsini	group_898	9.37944066515495	10.1063752435958	0.582766439909297	1.07750297745808	1323	0.5548	10.0002226710787
Brancorsini	hutH	11.9899425287356	12.5822147858617	0.57183908045977	1.04939742252363	696	0.6193	10.7165952728939
Brancorsini	leuC	11.5787234042553	11.9456351238053	0.59290780141844	1.03168844325404	1410	0.6035	10.7693644016833
Brancorsini	sbmA	9.8926282051282	10.5229581439359	0.544070512820513	1.06371713620865	1248	0.5601	10.3577685817906
Brancorsini	tgt_1	12.3251231527094	15.412082240025	0.48440065681445	1.25046070932258	609	0.5961	11.7330751042004
Brancorsini	ugpB	12.2718894009217	13.3463226518004	0.494623655913978	1.08755239032696	1302	0.5645	12.607817858952
Brancorsini	uxaC	11.1937777777778	12.2107005041114	0.538666666666667	1.09084714262887	1125	0.56	11.6618547889545
Geridu	aaeA	0.988338192419825	1.06128366326788	0.583090379008746	1.07380618436839	1029	0.5811	1.00183812596906
Geridu	addA	1.43381315269546	1.80157948646443	0.545018346034434	1.25649529931958	3543	0.6142	1.54325833498614
Geridu	aldH1	1.37231968810916	1.65234618916555	0.596491228070175	1.20405340204819	513	0.5712	1.35712300647591
Geridu	alkB	2.74804381846635	3.07034431170745	0.69170579029734	1.11728360773409	639	0.5743	2.74183294562762
Geridu	ansB	1.65502645502646	1.92153789053599	0.634920634920635	1.16103152593127	945	0.5735	1.64649666378913
Geridu	aqpZ	2.54876273653566	2.76381144703488	0.593886462882096	1.0843737659126	687	0.5822	2.56545118288295
Geridu	argH	1.37597725657427	1.80644256222958	0.449182658137882	1.31284332905838	1407	0.5949	1.42947853249909
Geridu	bluB	1.02083333333333	1.03759906732084	0.568910256410256	1.01642357615103	624	0.5962	1.07810285165586
Geridu	carA	1.04983660130719	1.37372849626688	0.430555555555556	1.3085164820472	1224	0.6054	1.13377368121344
Geridu	ccmI	0.92719298245614	1.31010693206174	0.414912280701754	1.41298193240339	1140	0.6149	1.03866721834559
Geridu	ccoN	1.81119311193112	1.97539266365143	0.57380073800738	1.09065822448123	1626	0.5769	1.81251872388778
Geridu	ccoO	1.41666666666667	1.60365377384166	0.528688524590164	1.13199089918235	732	0.5888	1.45248618980228
Geridu	cinA	0.983935742971888	1.00888555957625	0.57429718875502	1.02535716054892	498	0.5924	1.03019039890113
Geridu	clpS	2.74928774928775	2.8505324424632	0.592592592592593	1.03682578995294	351	0.5242	2.59785461173763
Geridu	cobA_2	1.15775034293553	1.40635810402748	0.516460905349794	1.21473348084838	1458	0.6358	1.329806321988
Geridu	cobN	1.60627637130802	1.83284395602105	0.563291139240506	1.14105143346443	3792	0.6234	1.74238911518243
Geridu	cobT_1	0.927450980392157	1.56965563582043	0.347058823529412	1.69244053756536	1020	0.6235	1.06385358906639
Geridu	comM	1.12138728323699	1.18529383172467	0.575465639049454	1.05698882932149	1557	0.6236	1.25807975671105
Geridu	ctaD	1.63291139240506	1.73959825062207	0.709463532248342	1.06533536278406	1659	0.5986	1.69713766592334
Geridu	cysD	1.16967871485944	1.36956300010075	0.575301204819277	1.17088819579429	996	0.5512	1.09650907326156
Geridu	cysG_2	1.65714285714286	1.8659431580865	0.62312925170068	1.12600018160392	735	0.5878	1.69006373228024
Geridu	cysW_2	1.42599277978339	1.52299584125431	0.589651022864019	1.06802493171505	831	0.562	1.38412853656641
Geridu	dapD	1.01988304093567	1.29792754472779	0.466666666666667	1.27262391140167	855	0.5965	1.07802215365767
Geridu	dhaL_1	1.35956790123457	1.50999794211163	0.631172839506173	1.11064547842036	648	0.5664	1.3304577092098
Geridu	dnaA_2	1.51679586563307	1.52227176429878	0.656330749354005	1.00361017509988	774	0.5956	1.57232619515666
Geridu	elaA	0.992805755395683	1.02958451439136	0.556354916067146	1.03704527174202	417	0.5803	1.00398677054633
Geridu	exbD	1.75809523809524	2.12593854228406	0.657142857142857	1.20922831495031	525	0.6095	1.85391677479424
Geridu	fabA	1.40462427745665	1.61258856973488	0.549132947976879	1.14805688297998	519	0.6204	1.53204107733636
Geridu	fadB	1.58658008658009	1.65588203949231	0.556277056277056	1.04368008491876	462	0.6255	1.72877999125078
Geridu	fadJ	1.797845373891	2.195070379799	0.453105196451204	1.22094503324738	1578	0.5957	1.85366556821441
Geridu	flbT	1.45315904139434	1.90365249903863	0.586056644880174	1.31000974071774	459	0.5817	1.46839816374251
Geridu	flgD	1.756038647343	1.90091089633126	0.710144927536232	1.08249946503596	414	0.5604	1.70953656732885
Geridu	fxsA	1.214859437751	1.62600226955712	0.419678714859438	1.33842831444537	498	0.5944	1.26691138967671
Geridu	gltA	1.54524361948956	1.78889835175021	0.529002320185615	1.15768046487138	1293	0.5723	1.53323545065436
Geridu	group_10	1.30270052398227	1.41045518654859	0.615477629987908	1.08271637309005	2481	0.6215	1.43330583666004
Geridu	group_100	1.07990867579909	1.37919495884646	0.59703196347032	1.27714036358298	876	0.6096	1.17602007729791
Geridu	group_1013	1.08477011494253	1.56571762909521	0.404454022988506	1.44336353622551	1392	0.5869	1.1150822068815
Geridu	group_1048	1.78787878787879	1.84144390743637	0.614718614718615	1.02996015161695	462	0.5476	1.70427401348728
Geridu	group_105	1.440329218107	1.77275963388051	0.51440329218107	1.23080168866561	972	0.6461	1.64224127154125
Geridu	group_1051	2.57692307692308	2.89354220901114	0.641826923076923	1.12286712588492	1248	0.5649	2.54346491290097
Geridu	group_1054	1.42625368731563	1.49138970630732	0.696165191740413	1.04566930804174	678	0.5472	1.34148945372483
Geridu	group_1071	2.55059523809524	2.5514905383072	0.889880952380952	1.00035101618579	672	0.5565	2.49278843088799
Geridu	group_1104	1.1976911976912	1.44650081366216	0.473304473304473	1.20774104080467	693	0.6003	1.26684517280647
Geridu	group_1151	1.42752485609628	1.50352329538804	0.600732600732601	1.05323790963583	1911	0.6039	1.50711396400519
Geridu	group_1153	1.35897435897436	1.48155101578876	0.635108481262327	1.09019791727852	507	0.6114	1.46030332687
Geridu	group_1179	1.08686440677966	1.25715357379409	0.564265536723164	1.15667931156103	1416	0.6102	1.18471499707742
Geridu	group_1189	1.05128205128205	1.26315220374004	0.529411764705882	1.20153502306979	663	0.5928	1.09869616641059
Geridu	group_1228	1.75499474237645	1.92269377230946	0.558359621451104	1.09555528907507	951	0.5815	1.76965413512497
Geridu	group_1287	1.87719298245614	1.96311410133736	0.761133603238866	1.04577106332925	741	0.5978	1.93910033757583
Geridu	group_129	1.69709543568465	1.7095959175391	0.659059474412171	1.00736580960128	1446	0.5906	1.73813252521708
Geridu	group_1295	2.65204678362573	3.07523693203383	0.619883040935672	1.15957114747031	684	0.5395	2.54496296044855
Geridu	group_1318	1.77730496453901	1.90842810713507	0.634042553191489	1.07377638909036	705	0.5929	1.82500894446737
Geridu	group_1326	0.923976608187134	0.954335704986562	0.58625730994152	1.032856997169	684	0.6155	1.03719003287552
Geridu	group_1342	1.43601895734597	2.54436019517725	0.335703001579779	1.77181518542046	1266	0.5703	1.41821349251431
Geridu	group_1354	0.942090395480226	1.26682493340712	0.432203389830508	1.34469573141266	708	0.6003	1.0112443705955
Geridu	group_1359	1.49607843137255	1.71179437837505	0.519607843137255	1.14418759236078	510	0.6216	1.62697360885014
Geridu	group_1363	1.28327228327228	1.61679783672607	0.499389499389499	1.25990240559339	819	0.5788	1.29010532642559
Geridu	group_1372	1.73523206751055	2.30158644358213	0.503164556962025	1.326385379037	948	0.5928	1.78264618263909
Geridu	group_1374	1.85920577617329	1.88543148869669	0.688327316486161	1.01410586867764	831	0.556	1.79994964496692
Geridu	group_14	1.23710254790482	1.65067590576842	0.46367656348705	1.33430806408413	4749	0.5949	1.29060382382965
Geridu	group_1406	1.3641975308642	1.92685907518785	0.418871252204586	1.41244873384811	1134	0.5988	1.42900353398212
Geridu	group_1429	1.23026315789474	1.40499347356602	0.530701754385965	1.14202678065259	1368	0.5863	1.25883606103477
Geridu	group_144	1.80645161290323	1.8311836060692	0.690860215053763	1.01369092478831	1488	0.5773	1.80893668405918
Geridu	group_1495	1.03174603174603	1.60041811589666	0.368742368742369	1.55117448156138	819	0.5971	1.09162433326696
Geridu	group_1498	1.22384937238494	1.22862587034635	0.604602510460251	1.00390284790693	1434	0.5914	1.26720538031595
Geridu	group_15	1.70456140350877	2.05959309773545	0.536491228070175	1.20828331176329	2850	0.6028	1.78096199861962
Geridu	group_1509	1.187624750499	1.59942751587174	0.455089820359281	1.34674484949873	1002	0.5659	1.15706523447512
Geridu	group_1522	1.85739750445633	1.90890385541233	0.679144385026738	1.02773038664714	561	0.5793	1.86567987160875
Geridu	group_1525	1.56629491945477	1.72422645000008	0.628252788104089	1.10083128571998	807	0.5812	1.58008471780383
Geridu	group_1532	2.19666666666667	3.07957711613883	0.58	1.40193191933482	600	0.5467	2.11045310907675
Geridu	group_1534	1.08198198198198	1.65553410799139	0.355855855855856	1.53009397158238	1110	0.6009	1.15287514589619
Geridu	group_1538	1.52245862884161	1.7610869907142	0.515366430260047	1.15673881532936	1269	0.5902	1.56233625917474
Geridu	group_157	1.69371519490851	1.92351364364613	0.628480509148767	1.13567714892587	1257	0.603	1.77069551961901
Geridu	group_1592	2.11764705882353	2.30582161918676	0.529411764705882	1.08886020906041	255	0.5686	2.09491389239487
Geridu	group_1609	2.36923076923077	2.75701058683397	0.615384615384615	1.16367329963771	390	0.5	2.14765035012346
Geridu	group_1618	1.07971014492754	1.50482461926492	0.422705314009662	1.39373018428563	828	0.599	1.14509587764511
Geridu	group_1620	1.26553672316384	1.33144787273096	0.621468926553672	1.05208157800616	531	0.5669	1.23787585513819
Geridu	group_1627	1.56815114709852	1.74111358774128	0.588394062078273	1.11029704691591	1482	0.612	1.67121930379309
Geridu	group_163	1.0870523415978	1.9195859488467	0.314600550964187	1.76586340453966	1815	0.6055	1.17127928630387
Geridu	group_1634	1.56421356421356	1.87252437584653	0.518037518037518	1.19710276057348	693	0.6421	1.75453102565489
Geridu	group_1640	1.13495276653171	1.14756188277278	0.623481781376518	1.01110981585569	741	0.6194	1.2594709184132
Geridu	group_1654	1.8025078369906	1.84767013223791	0.671891327063741	1.02505525597199	957	0.5664	1.77339764496583
Geridu	group_169	1.45284780578898	2.1903289588195	0.430438842203548	1.50761074222088	1071	0.5733	1.44373828495201
Geridu	group_1718	1.10928961748634	1.19234725257642	0.543715846994536	1.0748746168546	732	0.5874	1.14105103342443
Geridu	group_1740	1.77604166666667	1.82365176352684	0.674479166666667	1.02680685805617	1536	0.6439	1.97157669450481
Geridu	group_1745	2.07160493827161	2.13000921347315	0.654320987654321	1.02819276693281	405	0.6148	2.18278930936123
Geridu	group_178	0.927663734115347	0.933528078585413	0.574780058651026	1.00632162738976	1023	0.6061	1.01362986762036
Geridu	group_1787	1.4223602484472	1.55789949907076	0.542443064182195	1.0952917875563	483	0.5901	1.46194801398052
Geridu	group_1825	1.52622673434856	1.53785206007402	0.795262267343486	1.00761703714384	591	0.5381	1.41508480397386
Geridu	group_1832	1.16772823779193	1.40345278571559	0.598726114649682	1.20186593104008	471	0.6115	1.26934707048739
Geridu	group_1850	1.30651340996169	1.38324997351981	0.528735632183908	1.05873385069991	261	0.59	1.34581131069518
Geridu	group_1866	1.22713864306785	1.29119723866015	0.693215339233038	1.05220159592738	339	0.5811	1.24063857661708
Geridu	group_187	1.03875968992248	1.38266219192966	0.477801268498943	1.33107031909646	1419	0.6124	1.14298730581635
Geridu	group_1877	1.09404388714734	1.10321707681399	0.58307210031348	1.00838466333427	957	0.5684	1.07073099111903
Geridu	group_1929	1.12121212121212	1.31423560531073	0.549242424242424	1.17215608041227	528	0.6136	1.22891811470387
Geridu	group_1948	1.14423076923077	1.46819760909669	0.46875	1.2831306835803	1248	0.5881	1.17802123876762
Geridu	group_1951	1.46105919003115	1.46276002648658	0.571651090342679	1.00116411194497	642	0.5841	1.48325506757508
Geridu	group_1953	1.1978021978022	1.38978686826682	0.612637362637363	1.16028077992918	1092	0.6099	1.29478319370049
Geridu	group_1957	1.9597924773022	2.13679987905095	0.619974059662776	1.09031946177914	771	0.572	1.94691471406754
Geridu	group_1990	0.936799184505607	1.35227757590113	0.481141692150866	1.44350848961808	981	0.6126	1.04160652999912
Geridu	group_1995	1.01598173515982	1.09177089139595	0.616438356164384	1.07459696726163	438	0.5913	1.05904787829101
Geridu	group_2022	0.968253968253968	1.25882705118889	0.420634920634921	1.30010006926065	252	0.6071	1.05711874975721
Geridu	group_2023	2.45945945945946	2.84258841204788	0.645645645645646	1.15577770599749	666	0.5901	2.49904722499277
Geridu	group_2052	1.98550724637681	2.24412768444935	0.640096618357488	1.13025408924821	414	0.5314	1.85494437441396
Geridu	group_2062	1.01149425287356	1.36178935757794	0.506792058516196	1.34631447851456	957	0.5758	1.00963135203217
Geridu	group_207	0.996986136226643	1.26161310633852	0.483423749246534	1.26542693072285	1659	0.6124	1.10121375212051
Geridu	group_2096	1.58550724637681	1.58822661107159	0.768115942028985	1.00171513861005	345	0.6	1.65379162709261
Geridu	group_2115	1.54975124378109	1.90386467116119	0.447761194029851	1.22849694672038	402	0.5597	1.50122011016818
Geridu	group_2116	1.54454022988506	1.71938555733788	0.548850574712644	1.11320218409969	696	0.6034	1.62268001379484
Geridu	group_2130	2.03907203907204	2.10272546818636	0.644688644688645	1.03121686134409	819	0.5543	1.97488820626868
Geridu	group_2135	2.16501650165017	2.26197396052084	0.625412541254125	1.04478370432594	606	0.6073	2.25446101275305
Geridu	group_2136	1.37689969604863	1.78334454375317	0.436676798378926	1.29518842140131	987	0.5887	1.41242935438442
Geridu	group_2137	2.20726495726496	2.47509881235722	0.568376068376068	1.12134195951905	468	0.5748	2.20250340842534
Geridu	group_215	1.14184397163121	1.16322183372476	0.563323201621074	1.01872222705087	987	0.6079	1.23302767153303
Geridu	group_2152	0.994277539341917	1.2154912225843	0.510014306151645	1.22248685552004	1398	0.6259	1.1376369032119
Geridu	group_2155	1.67361111111111	1.74936459572777	0.604166666666667	1.04526349288298	432	0.6204	1.80102791099083
Geridu	group_2219	2.73125	2.94427410408746	0.585416666666667	1.07799509531806	480	0.5833	2.75112695914534
Geridu	group_2289	1.11368015414258	2.11826624255194	0.300578034682081	1.90204183371013	519	0.5703	1.09587468931092
Geridu	group_2323	1.06153846153846	1.27377097518974	0.513846153846154	1.19992917952657	975	0.5918	1.10605392866877
Geridu	group_2349	1.36743674367437	2.07706060510587	0.386138613861386	1.51894456157783	909	0.5787	1.37397992202785
Geridu	group_2381	1.92282430213465	2.36663094085198	0.533661740558292	1.23080977197169	609	0.5238	1.77023170538524
Geridu	group_240	1.99145299145299	2.06272771351797	0.703418803418803	1.03579031107984	1170	0.5872	2.02263467779144
Geridu	group_2447	1.57098765432099	2.07846639398637	0.401234567901235	1.32303165353946	324	0.5617	1.52825381670454
Geridu	group_2462	1.91268033409263	2.34309407553863	0.525436598329537	1.22503171793742	1317	0.5687	1.8902370324638
Geridu	group_2470	1.50490196078431	1.61049535233058	0.540196078431373	1.07016629275387	1020	0.6118	1.60739038787924
Geridu	group_2504	1.25555555555556	1.82591108872199	0.455555555555556	1.45426546889362	900	0.5733	1.24644603471859
Geridu	group_2505	0.994949494949495	1.1362718285379	0.525252525252525	1.14203970584012	396	0.5859	1.02236293889024
Geridu	group_2572	0.993150684931507	1.62008238628179	0.324200913242009	1.63125536825614	438	0.5845	1.01650602167473
Geridu	group_2622	1.48876404494382	1.88577800779673	0.473782771535581	1.26667352976535	534	0.6161	1.60371665843114
Geridu	group_2638	1.575	1.65203739588766	0.585416666666667	1.04891263230962	480	0.4854	1.31109932011852
Geridu	group_2650	1.69312169312169	1.76882136830839	0.656084656084656	1.04471012065714	189	0.4656	1.37182778287524
Geridu	group_2656	1.38511326860841	1.56791233628396	0.491909385113269	1.13197409325174	309	0.6052	1.46847061891502
Geridu	group_267	0.913183279742765	1.21063237016272	0.441586280814577	1.32572770112889	933	0.612	1.01625143643734
Geridu	group_2785	1.05833333333333	1.36554204036183	0.476666666666667	1.29027594364897	600	0.5833	1.07821029247868
Geridu	group_2810	2.7547619047619	2.75825533569223	0.804761904761905	1.00126814260219	420	0.6214	2.88507735263985
Geridu	group_2817	1.0146750524109	1.67839538880504	0.30188679245283	1.65412107533059	477	0.5828	1.03310268755713
Geridu	group_2840	1.41545893719807	1.98576043539468	0.44122383252818	1.40290924957918	621	0.5862	1.44374197553828
Geridu	group_288	1.0461338531514	1.33807999017065	0.473034437946719	1.27907149370971	1539	0.6017	1.11934593546419
Geridu	group_2888	1.30591630591631	2.4302839290182	0.258297258297258	1.86097984840841	693	0.5512	1.23274666431843
Geridu	group_2901	1.16487455197133	1.33628898057339	0.458781362007168	1.14715269409223	279	0.5771	1.16677989352764
Geridu	group_2930	1.25412541254125	1.70646641531667	0.402640264026403	1.3606824311604	303	0.5776	1.25748007809668
Geridu	group_2949	1.06704980842912	1.74180464179606	0.318007662835249	1.63235551708715	522	0.5862	1.09533284676933
Geridu	group_2966	1.49418604651163	1.72079376476482	0.511627906976744	1.1516596402317	516	0.5291	1.35695628415285
Geridu	group_300	1.43546889507892	1.48873249155786	0.581244196843083	1.03710536442937	1077	0.5942	1.48694111740498
Geridu	group_3062	2.19638242894057	2.56575440905128	0.558139534883721	1.16817288976806	387	0.5504	2.12089386894411
Geridu	group_3063	1.36666666666667	1.58553944763992	0.526666666666667	1.16015081534628	300	0.5433	1.27059770588277
Geridu	group_3065	1.45410628019324	1.52218865431631	0.594202898550725	1.0468207689152	207	0.5507	1.37948731459625
Geridu	group_3098	1.54802259887006	1.75857560167217	0.562146892655367	1.1360141660437	354	0.5452	1.45746106928279
Geridu	group_3111	1.74120082815735	2.52483519182766	0.445134575569358	1.45005398056214	483	0.5963	1.7987602112797
Geridu	group_3125	1.05087719298246	1.1898254671108	0.514035087719298	1.13222122913715	570	0.5825	1.06843523372921
Geridu	group_317	1.616	2.09882922415082	0.589333333333333	1.29878046048937	750	0.6	1.6842843807158
Geridu	group_3194	1.06598984771574	1.72637878865869	0.353637901861252	1.61950772078934	591	0.5736	1.05774992127824
Geridu	group_32	1.40724547158026	2.18288312311811	0.4280657922132	1.55117438087532	4803	0.594	1.45813796430668
Geridu	group_3240	1.53086419753086	1.98563167838477	0.422222222222222	1.29706585442876	405	0.558	1.47740536232096
Geridu	group_3241	1.35714285714286	1.38267185031228	0.654761904761905	1.01881083707221	252	0.6032	1.434702911453
Geridu	group_3258	1.80952380952381	1.98347514969757	0.56043956043956	1.09613100378023	273	0.5055	1.60388595440677
Geridu	group_3266	1.14	2.04088499952637	0.306666666666667	1.79024999958454	450	0.54	1.03436550082194
Geridu	group_3272	1.14330218068536	1.58647417612972	0.445482866043614	1.38762455187368	321	0.5545	1.07969807748164
Geridu	group_3278	1.77083333333333	1.96830852973645	0.635416666666667	1.11151540502764	384	0.612	1.87390149002791
Geridu	group_3350	1.88730158730159	2.18063394638018	0.526984126984127	1.15542421044534	630	0.5143	1.70717183456898
Geridu	group_3364	1.04457364341085	1.66282880167873	0.358527131782946	1.59187321273882	516	0.5872	1.0757553297493
Geridu	group_3374	1.45512820512821	1.55227433481335	0.612179487179487	1.06676121687614	312	0.5609	1.41007544911317
Geridu	group_3402	1.52873563218391	1.54382283656058	0.710344827586207	1.00986907353963	435	0.5793	1.53701799933633
Geridu	group_348	1.4047619047619	1.79254012470916	0.576604554865424	1.27604551250482	966	0.6035	1.48319155347152
Geridu	group_353	1.14828431372549	1.70585517373111	0.423406862745098	1.48556864649369	1632	0.5784	1.1539578976795
Geridu	group_3538	1.12138728323699	1.53300409217762	0.4373795761079	1.36706035024087	519	0.5665	1.09256695601205
Geridu	group_356	1.0275624461671	1.60148584072316	0.371231696813092	1.55852896989069	1161	0.615	1.13932654685637
Geridu	group_3576	1.20249221183801	1.78469660870375	0.44392523364486	1.48416479635726	642	0.5966	1.26092118935982
Geridu	group_3590	1.07936507936508	1.71021594528282	0.364021164021164	1.58446477283555	945	0.5778	1.08329947452015
Geridu	group_3595	1.10793650793651	1.16248437936243	0.533333333333333	1.04923375214661	315	0.5556	1.04752091753085
Geridu	group_3596	1.17125382262997	1.17803229138603	0.629969418960245	1.00578736105283	327	0.5352	1.0517058130604
Geridu	group_36	1.20027662517289	1.47051821834534	0.544951590594744	1.22514942597797	3615	0.6075	1.29030086587543
Geridu	group_3612	1.06959706959707	1.39283573373455	0.417582417582418	1.30220601133401	273	0.5824	1.086865245544
Geridu	group_3619	1.7156862745098	1.97716557545842	0.588235294117647	1.1524050782672	510	0.5961	1.7726659280325
Geridu	group_3657	1.65625	1.68438148653062	0.7109375	1.01698504847132	384	0.6328	1.81961003505778
Geridu	group_367	1.2929532858274	1.50845669084295	0.541567695961995	1.16667532182158	1263	0.6049	1.37544104173453
Geridu	group_3704	1.94990366088632	2.11023315478049	0.58766859344894	1.08222431554454	519	0.5414	1.84832726890578
Geridu	group_3725	2.80769230769231	3.04089913334895	0.767628205128205	1.08305996530236	624	0.5833	2.82756926683765
Geridu	group_373	1.02529761904762	1.30156555052655	0.409970238095238	1.26945145131182	1344	0.5952	1.07966848937191
Geridu	group_3731	1.29216467463479	1.54787249821119	0.454183266932271	1.19789104948923	753	0.5883	1.32653487377129
Geridu	group_3733	1.39906103286385	1.70332611936145	0.469483568075117	1.21747806518117	213	0.5634	1.36125489684439
Geridu	group_3756	1.3283950617284	1.43620396313961	0.548148148148148	1.08115725849729	405	0.5704	1.31087946169656
Geridu	group_3778	1.23636363636364	1.4435304117813	0.53030303030303	1.16756136247017	330	0.5606	1.19044128594913
Geridu	group_3791	1.31043256997455	1.3306888143248	0.648854961832061	1.01545767772747	393	0.5751	1.3065406155344
Geridu	group_3847	0.854864433811802	1.4320569131006	0.303030303030303	1.67518597857104	627	0.638	1.03329743846039
Geridu	group_3868	1.43081761006289	1.47746264229369	0.654088050314465	1.03260026428438	318	0.5314	1.30025473810004
Geridu	group_3883	1.48706896551724	1.98551720992802	0.44683908045977	1.33518838464725	696	0.4828	1.21563180084036
Geridu	group_3895	1.44396551724138	2.16506422559875	0.474137931034483	1.4993877622057	696	0.6322	1.60558636350022
Geridu	group_3929	1.11025641025641	1.22972918451451	0.558974358974359	1.10760827242646	390	0.6051	1.19332389576319
Geridu	group_3951	1.78125	1.78840574086132	0.627083333333333	1.00401725802741	480	0.5813	1.79532966314888
Geridu	group_396	1.04870624048706	1.12918692439301	0.633181126331811	1.07674282921075	657	0.6104	1.14713656038447
Geridu	group_3972	1.45957446808511	1.5726253167386	0.672340425531915	1.07745466307164	705	0.5759	1.45800143204354
Geridu	group_3979	1.03559870550162	1.75815618595051	0.367313915857605	1.69771956705846	618	0.5809	1.04851890945121
Geridu	group_405	1.33916423712342	2.14130557836848	0.359248461289278	1.59898653130709	3087	0.6155	1.4523776618118
Geridu	group_4065	2.67342342342342	2.87106149756339	0.720720720720721	1.0739269628628	444	0.5518	2.60199297062449
Geridu	group_4072	1.3695652173913	1.46759462798651	0.590579710144927	1.0715770299584	276	0.6051	1.45263270289808
Geridu	group_4074	2.6280701754386	2.63947247089935	0.680701754385965	1.00433865715129	285	0.4526	2.26909384121513
Geridu	group_4102	1.5085910652921	1.55222701229975	0.597938144329897	1.02892496715086	291	0.5567	1.45136398768449
Geridu	group_4103	1.3559670781893	1.55412168682849	0.576131687242798	1.14613526524832	486	0.607	1.44454199489272
Geridu	group_414	1.23459006582884	2.03796903336512	0.487133453022142	1.65072528102429	1671	0.5763	1.23417648898657
Geridu	group_419	2.32542194092827	2.7326053040996	0.72204641350211	1.17510085202378	1896	0.5949	2.37892321685309
Geridu	group_425	2.67204301075269	2.89529279057552	0.688172043010753	1.08355021941056	372	0.5699	2.65307808672173
Geridu	group_429	1.29166666666667	1.76949847492671	0.485169491525424	1.36993430316907	1416	0.5847	1.31560173300953
Geridu	group_432	1.59352517985612	1.97863893825646	0.535971223021583	1.24167409669367	834	0.5803	1.60470619500676
Geridu	group_434	0.937420178799489	1.00633135642657	0.569604086845466	1.0735115150981	783	0.6232	1.07295319307425
Geridu	group_443	1.76275510204082	2.43237917663501	0.617772108843537	1.37987357053679	2352	0.6071	1.85161988354406
