Query	Match	Name	Organism
aspC	WP_004685603	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Brucella melitensis]	Brucella melitensis
aspS	WP_004683546	MULTISPECIES: aspartate--tRNA ligase [Brucella]	Brucella
astD	WP_002965457	MULTISPECIES: aldehyde dehydrogenase family protein [Brucella]	Brucella
atm1	WP_004684701	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
atpA	WP_004684264	MULTISPECIES: F0F1 ATP synthase subunit alpha [Brucella]	Brucella
atpC	WP_002964875	MULTISPECIES: F0F1 ATP synthase subunit epsilon [Brucella]	Brucella
atpD	WP_004684261	MULTISPECIES: F0F1 ATP synthase subunit beta [Brucella]	Brucella
bamA	WP_004683866	MULTISPECIES: outer membrane protein assembly factor BamA [Brucella]	Brucella
bamD	WP_046722118	outer membrane protein assembly factor BamD [Brucella melitensis]	Brucella melitensis
bauA	WP_004684825	aspartate aminotransferase family protein [Brucella melitensis]	Brucella melitensis
bcp	WP_002964048	MULTISPECIES: thioredoxin-dependent thiol peroxidase [Brucella]	Brucella
bepC	WP_002966799	MULTISPECIES: multidrug efflux RND transporter outer membrane subunit BepC [Brucella]	Brucella
bepD	WP_004682850	multidrug efflux RND transporter periplasmic adaptor subunit BepD [Brucella melitensis]	Brucella melitensis
bepE_1	WP_004685423	multidrug efflux RND transporter permease subunit BepE [Brucella melitensis]	Brucella melitensis
bepE_2	WP_006138766	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_006135480	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_005971701	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_014517368	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_004681659	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_004686128	MULTISPECIES: multidrug efflux RND transporter permease subunit BepG [Brucella]	Brucella
bepE_2	WP_151844973	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepE_2	WP_006151929	multidrug efflux RND transporter permease subunit BepG [Brucella melitensis]	Brucella melitensis
bepF	WP_005974550	multidrug efflux RND transporter periplasmic adaptor subunit BepF [Brucella melitensis]	Brucella melitensis
betA	WP_006046521	GMC family oxidoreductase N-terminal domain-containing protein [Brucella ovis]	Brucella ovis
betA_1	WP_070996463	choline dehydrogenase [Brucella inopinata]	Brucella inopinata
betA_2	WP_054593096	choline dehydrogenase [Brucella melitensis]	Brucella melitensis
betA_2	WP_101433365	choline dehydrogenase [Brucella melitensis]	Brucella melitensis
betB	WP_002963701	MULTISPECIES: betaine-aldehyde dehydrogenase [Brucella]	Brucella
betI	WP_004683258	MULTISPECIES: transcriptional regulator BetI [Brucella]	Brucella
bfr	WP_004681883	MULTISPECIES: bacterioferritin [Brucella]	Brucella
bioB	WP_002966136	MULTISPECIES: biotin synthase BioB [Brucella]	Brucella
bioD	WP_004681846	MULTISPECIES: dethiobiotin synthase [Brucella]	Brucella
bla	WP_015058867	MULTISPECIES: class A beta-lactamase TEM-171 [Bacteria]	eubacteria
bluB	WP_002965598	MULTISPECIES: 5,6-dimethylbenzimidazole synthase [Brucella]	Brucella
bmaC_1	WP_005974670	autotransporter-associated beta strand repeat-containing protein [Brucella melitensis]	Brucella melitensis
bmaC_2	WP_244424530	autotransporter outer membrane beta-barrel domain-containing protein [Brucella melitensis]	Brucella melitensis
bmaC_3	WP_006153316	autotransporter-associated beta strand repeat-containing protein [Brucella melitensis]	Brucella melitensis
bp26	WP_002964581	MULTISPECIES: outer membrane protein BP26/OMP28 [Brucella]	Brucella
braC	WP_076772397	MULTISPECIES: branched-chain amino acid ABC transporter substrate-binding protein [unclassified Brucella]	unclassified Brucella
btaE_1	WP_032454423	autotransporter adhesin BtaE [Brucella abortus]	Brucella abortus
btaE_2	WP_004685340	MULTISPECIES: invasion associated locus B family protein [Brucella]	Brucella
btpA	WP_004684737	MULTISPECIES: TIR domain-containing translocated effector BtpA [Brucella]	Brucella
btpB	WP_004683520	MULTISPECIES: TIR domain-containing translocated effector BtpB [Brucella]	Brucella
btuB	WP_004685730	MULTISPECIES: TonB-dependent receptor [Brucella]	Brucella
btuC	WP_236848343	MULTISPECIES: iron ABC transporter permease [Brucella]	Brucella
btuD	WP_004681066	MULTISPECIES: ATP-binding cassette domain-containing protein [Brucella]	Brucella
btuD_1	WP_004684812	branched-chain amino acid ABC transporter permease [Brucella melitensis]	Brucella melitensis
btuD_2	WP_004682356	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
btuD_3	WP_006220633	DUF2291 domain-containing protein [Brucella abortus]	Brucella abortus
cadA_1	WP_127840814	cation-translocating P-type ATPase [Brucella melitensis]	Brucella melitensis
cadA_2	WP_141059748	heavy metal translocating P-type ATPase [Brucella melitensis]	Brucella melitensis
calB	WP_019444082	coniferyl aldehyde dehydrogenase [Brucella abortus]	Brucella abortus
carA	WP_002964590	MULTISPECIES: glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit [Brucella]	Brucella
carB	WP_004684046	MULTISPECIES: carbamoyl-phosphate synthase large subunit [Brucella]	Brucella
cbiM	WP_006261448	MULTISPECIES: cobalt transporter CbiM [Brucella]	Brucella
cbiQ	WP_004685739	energy-coupling factor ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
cckA	WP_006132667	MULTISPECIES: PAS domain-containing sensor histidine kinase [Brucella]	Brucella
ccmA	WP_004684645	MULTISPECIES: heme ABC exporter ATP-binding protein CcmA [Brucella]	Brucella
ccmB	WP_008935171	MULTISPECIES: heme exporter protein CcmB [unclassified Brucella]	unclassified Brucella
ccmD	WP_004685348	heme exporter protein CcmD [Brucella melitensis]	Brucella melitensis
ccmE	WP_008933880	cytochrome c maturation protein CcmE [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
ccmE_1	WP_008933880	cytochrome c maturation protein CcmE [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
ccmI	WP_004686785	MULTISPECIES: c-type cytochrome biogenesis protein CcmI [Brucella]	Brucella
ccoG	WP_127840815	cytochrome c oxidase accessory protein CcoG [Brucella melitensis]	Brucella melitensis
ccoN	WP_002963527	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit I [Brucella]	Brucella
ccoO	WP_002963526	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit II [Brucella]	Brucella
ccoP	WP_002963524	MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III [Brucella]	Brucella
ccoS	WP_006173764	MULTISPECIES: cbb3-type cytochrome oxidase assembly protein CcoS [Brucella]	Brucella
cgs	WP_005974090	cyclic beta 1-2 glucan synthetase Cgs [Brucella melitensis]	Brucella melitensis
cheB	WP_004682935	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
choV	WP_004685801	choline ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
choW	WP_002967845	MULTISPECIES: choline ABC transporter permease subunit [Brucella]	Brucella
cimA	WP_002963821	MULTISPECIES: citramalate synthase [Brucella]	Brucella
cinA	WP_004685671	CinA family protein [Brucella melitensis]	Brucella melitensis
clpA	WP_004688433	ATP-dependent Clp protease ATP-binding subunit ClpA [Brucella neotomae]	Brucella neotomae
clpA	WP_006127918	ATP-dependent Clp protease ATP-binding subunit ClpA [Brucella abortus]	Brucella abortus
clpB	WP_004685201	ATP-dependent chaperone ClpB [Brucella melitensis]	Brucella melitensis
clpS	WP_004686968	MULTISPECIES: ATP-dependent Clp protease adapter ClpS [Brucella]	Brucella
clpX	WP_004685667	ATP-dependent Clp protease ATP-binding subunit ClpX [Brucella melitensis]	Brucella melitensis
cls	WP_002968615	MULTISPECIES: cardiolipin synthase [Brucella]	Brucella
coaBC	WP_002965590	MULTISPECIES: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Brucella]	Brucella
coaD	WP_002964224	MULTISPECIES: pantetheine-phosphate adenylyltransferase [Brucella]	Brucella
cobA_1	WP_002966861	MULTISPECIES: uroporphyrinogen-III C-methyltransferase [Brucella]	Brucella
cobA_2	WP_032450920	siroheme synthase CysG [Brucella sp. 63/311]	Brucella sp. 63/311
cobG	WP_004685709	precorrin-3B synthase [Brucella melitensis]	Brucella melitensis
cobJ	WP_005968177	MULTISPECIES: precorrin-3B C(17)-methyltransferase [Brucella]	Brucella
cobM	WP_202087992	MULTISPECIES: precorrin-4 C(11)-methyltransferase [Brucella]	Brucella
cobN	WP_004685719	cobaltochelatase subunit CobN [Brucella melitensis]	Brucella melitensis
cobO	WP_002964423	MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Brucella]	Brucella
cobS	WP_002971872	MULTISPECIES: cobaltochelatase subunit CobS [Brucella]	Brucella
cobT_1	WP_069125125	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Brucella melitensis]	Brucella melitensis
cobT_2	WP_004686229	MULTISPECIES: cobaltochelatase subunit CobT [Brucella]	Brucella
cobU	WP_002964426	MULTISPECIES: bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase [Brucella]	Brucella
cobW	WP_006151171	cobalamin biosynthesis protein CobW [Brucella melitensis]	Brucella melitensis
comM	WP_155835378	YifB family Mg chelatase-like AAA ATPase [Brucella sp. 04-5288]	Brucella sp. 04-5288
coxB	WP_005969785	MULTISPECIES: cytochrome c oxidase subunit II [Brucella]	Brucella
crcB_1	WP_002964481	MULTISPECIES: fluoride efflux transporter CrcB [Brucella]	Brucella
crcB_2	WP_002964482	MULTISPECIES: fluoride efflux transporter CrcB [Brucella]	Brucella
crcB_3	WP_004690316	MULTISPECIES: fluoride efflux transporter CrcB [Brucella]	Brucella
crcB_3	WP_057056799	fluoride efflux transporter CrcB [Brucella abortus]	Brucella abortus
crcB_4	WP_004684861	MULTISPECIES: fluoride efflux transporter CrcB [Brucella]	Brucella
ctaD	WP_065887306	cytochrome c oxidase subunit I [Brucella melitensis]	Brucella melitensis
ctaG	WP_070996508	cytochrome c oxidase assembly protein [Brucella inopinata]	Brucella inopinata
ctaG	WP_006179070	MULTISPECIES: cytochrome c oxidase assembly protein [Brucella]	Brucella
cueO	WP_002968479	MULTISPECIES: hypothetical protein [Brucella]	Brucella
cydB	WP_004684988	cytochrome d ubiquinol oxidase subunit II [Brucella melitensis]	Brucella melitensis
cydC	WP_005974433	thiol reductant ABC exporter subunit CydC [Brucella melitensis]	Brucella melitensis
cydD	WP_004681853	MULTISPECIES: thiol reductant ABC exporter subunit CydD [Brucella]	Brucella
cydX	WP_002972046	MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Brucella]	Brucella
cyoA	WP_002971777	MULTISPECIES: ubiquinol oxidase subunit II [Brucella]	Brucella
cyoB	WP_004685330	cytochrome o ubiquinol oxidase subunit I [Brucella melitensis]	Brucella melitensis
cyoC	WP_002965291	MULTISPECIES: cytochrome o ubiquinol oxidase subunit III [Brucella]	Brucella
cyoD	WP_004684619	MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV [Brucella]	Brucella
cysD	WP_156101631	MULTISPECIES: sulfate adenylyltransferase subunit CysD [Brucella]	Brucella
cysE	WP_004685703	serine O-acetyltransferase [Brucella melitensis]	Brucella melitensis
cysG_2	WP_004683946	MULTISPECIES: precorrin-2 C(20)-methyltransferase [Brucella]	Brucella
cysK	WP_006234270	cysteine synthase A [Brucella abortus]	Brucella abortus
cysK	WP_154144758	cysteine synthase A [Brucella sp. 10RB9214]	Brucella sp. 10RB9214
cysN	WP_004685382	sulfate adenylyltransferase subunit CysN [Brucella melitensis]	Brucella melitensis
cysP	WP_008505985	MULTISPECIES: sulfate ABC transporter substrate-binding protein [Brucella]	Brucella
cysQ	WP_004685383	3'(2'),5'-bisphosphate nucleotidase CysQ [Brucella melitensis]	Brucella melitensis
cysS	WP_006151338	cysteine--tRNA ligase [Brucella melitensis]	Brucella melitensis
cysT_1	WP_004684653	MULTISPECIES: sulfate ABC transporter permease subunit CysT [Brucella]	Brucella
cysT_2	WP_002966872	MULTISPECIES: sulfate ABC transporter permease subunit CysT [Brucella]	Brucella
cysW_1	WP_076770952	MULTISPECIES: sulfate ABC transporter permease subunit CysW [unclassified Brucella]	unclassified Brucella
cysW_2	WP_046722122	sulfate ABC transporter permease subunit CysW [Brucella melitensis]	Brucella melitensis
dadA	WP_004684916	FAD-dependent oxidoreductase [Brucella melitensis]	Brucella melitensis
dapA	WP_004681508	MULTISPECIES: dihydrodipicolinate synthase family protein [Brucella]	Brucella
dapD	WP_002965622	MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Brucella]	Brucella
dapE	WP_002965620	MULTISPECIES: succinyl-diaminopimelate desuccinylase [Brucella]	Brucella
der	WP_004682999	MULTISPECIES: ribosome biogenesis GTPase Der [Brucella]	Brucella
dhaL_1	WP_002967866	MULTISPECIES: dihydroxyacetone kinase subunit DhaL [Brucella]	Brucella
dhaL_2	WP_005972793	MULTISPECIES: dihydroxyacetone kinase subunit DhaL [Brucella]	Brucella
dhbA	WP_004681144	MULTISPECIES: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [Brucella]	Brucella
dksA	WP_002964154	MULTISPECIES: RNA polymerase-binding protein DksA [Brucella]	Brucella
dld	WP_004685455	FAD-binding oxidoreductase [Brucella melitensis]	Brucella melitensis
dmg	WP_006166027	MULTISPECIES: FAD-dependent oxidoreductase [Brucella]	Brucella
dmg	WP_002967767	FAD-dependent oxidoreductase [Brucella abortus]	Brucella abortus
dmg	WP_004688503	FAD-dependent oxidoreductase [Brucella neotomae]	Brucella neotomae
dmg	WP_008934201	FAD-dependent oxidoreductase [Brucella sp. NVSL 07-0026]	Brucella sp. NVSL 07-0026
dnaA_1	WP_006104384	chromosomal replication initiator protein DnaA [Brucella abortus]	Brucella abortus
dnaA_2	WP_004683273	MULTISPECIES: helix-turn-helix domain-containing protein [Brucella]	Brucella
dnaE	WP_004683637	MULTISPECIES: DNA polymerase III subunit alpha [Brucella]	Brucella
dnaJ	WP_004685296	molecular chaperone DnaJ [Brucella melitensis]	Brucella melitensis
dnaK	WP_187959635	molecular chaperone DnaK [Brucella sp. 6810]	Brucella sp. 6810
dnaK	WP_153527636	molecular chaperone DnaK [Brucella sp. 2280]	Brucella sp. 2280
dnaQ	WP_004684537	MULTISPECIES: DNA polymerase III subunit epsilon [Brucella]	Brucella
dppA	WP_006174558	ABC transporter substrate-binding protein [Brucella ceti]	Brucella ceti
dprA	WP_006153167	DNA-processing protein DprA [Brucella melitensis]	Brucella melitensis
dps	WP_002965212	MULTISPECIES: DNA starvation/stationary phase protection protein Dps [Brucella]	Brucella
dsbB	WP_002970736	MULTISPECIES: disulfide bond formation protein B [Brucella]	Brucella
dtd3	WP_002971449	MULTISPECIES: TatD family hydrolase [Brucella]	Brucella
dusA	WP_004683684	MULTISPECIES: tRNA dihydrouridine(20/20a) synthase DusA [Brucella]	Brucella
dusB	WP_004686970	MULTISPECIES: tRNA dihydrouridine synthase DusB [Brucella]	Brucella
dut	WP_004688672	dUTP diphosphatase [Brucella neotomae]	Brucella neotomae
dxs	WP_004685463	1-deoxy-D-xylulose-5-phosphate synthase [Brucella melitensis]	Brucella melitensis
edd	WP_004684882	MULTISPECIES: phosphogluconate dehydratase [Brucella]	Brucella
efp	WP_002964799	MULTISPECIES: elongation factor P [Brucella]	Brucella
eipB	WP_002966849	MULTISPECIES: cell envelope integrity protein EipB [Brucella]	Brucella
elaA	WP_002968104	GNAT family N-acetyltransferase [Brucella abortus]	Brucella abortus
emrB	WP_004685649	MULTISPECIES: DHA2 family efflux MFS transporter permease subunit [Brucella]	Brucella
eno	WP_004683843	MULTISPECIES: phosphopyruvate hydratase [Brucella]	Brucella
entS	WP_004687443	MULTISPECIES: MFS transporter [Brucella]	Brucella
era	WP_004685528	MULTISPECIES: GTPase Era [Brucella]	Brucella
erpA	WP_002964005	MULTISPECIES: iron-sulfur cluster insertion protein ErpA [Brucella]	Brucella
ettA	WP_004684033	MULTISPECIES: energy-dependent translational throttle protein EttA [Brucella]	Brucella
exbB	WP_002964760	MULTISPECIES: tonB-system energizer ExbB [Brucella]	Brucella
exbD	WP_004684132	MULTISPECIES: TonB system transport protein ExbD [Brucella]	Brucella
fabA	WP_002968051	MULTISPECIES: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA [Brucella]	Brucella
fabB	WP_002965234	MULTISPECIES: beta-ketoacyl-ACP synthase I [Brucella]	Brucella
fabD	WP_006165058	ACP S-malonyltransferase [Brucella sp. 63/311]	Brucella sp. 63/311
fabD	WP_004685470	MULTISPECIES: ACP S-malonyltransferase [Brucella]	Brucella
fabF	WP_002963618	MULTISPECIES: beta-ketoacyl-ACP synthase II [Brucella]	Brucella
fabG_1	WP_006216615	3-oxoacyl-[acyl-carrier-protein] reductase [Brucella abortus]	Brucella abortus
fabG_2	WP_002966211	MULTISPECIES: 3-oxoacyl-ACP reductase FabG [Brucella]	Brucella
fabI_1	WP_002963577	MULTISPECIES: enoyl-ACP reductase FabI [Brucella]	Brucella
fabI_2	WP_002965233	MULTISPECIES: enoyl-ACP reductase FabI [Brucella]	Brucella
fadA	WP_004689226	MULTISPECIES: acetyl-CoA C-acetyltransferase [Brucella]	Brucella
fadA_2	WP_002968962	MULTISPECIES: 3-oxoadipyl-CoA thiolase [Brucella]	Brucella
fadB	WP_004685268	acyl CoA:acetate/3-ketoacid CoA transferase [Brucella melitensis]	Brucella melitensis
fadJ	WP_004685084	3-hydroxyacyl-CoA dehydrogenase [Brucella melitensis]	Brucella melitensis
fba	WP_004682247	MULTISPECIES: fructose-bisphosphate aldolase class II [Brucella]	Brucella
fbcH	WP_004684075	MULTISPECIES: cytochrome b N-terminal domain-containing protein [Brucella]	Brucella
fcl_1	WP_236731749	GDP-fucose synthetase [Brucella abortus]	Brucella abortus
fcl_2	WP_004686115	MULTISPECIES: NAD-dependent epimerase/dehydratase family protein [Brucella]	Brucella
fdhD	WP_004684919	MULTISPECIES: formate dehydrogenase accessory sulfurtransferase FdhD [Brucella]	Brucella
ffh	WP_004684299	MULTISPECIES: signal recognition particle protein [Brucella]	Brucella
fghA_1	WP_002965376	MULTISPECIES: S-formylglutathione hydrolase [Brucella]	Brucella
flaF	WP_002966647	MULTISPECIES: flagellar biosynthesis regulator FlaF [Brucella]	Brucella
flaF_1	WP_008509226	flagellar biosynthesis regulator FlaF [Brucella inopinata]	Brucella inopinata
flbT	WP_004680988	MULTISPECIES: flagellar biosynthesis repressor FlbT [Brucella]	Brucella
flgA	WP_002966427	MULTISPECIES: flagellar basal body P-ring formation chaperone FlgA [Brucella]	Brucella
flgB	WP_004681368	MULTISPECIES: flagellar basal body rod protein FlgB [Brucella]	Brucella
flgC	WP_002966430	MULTISPECIES: flagellar basal body rod protein FlgC [Brucella]	Brucella
flgD	WP_002972256	flagellar hook assembly protein FlgD [Brucella abortus]	Brucella abortus
flgE	WP_002966644	MULTISPECIES: flagellar hook protein FlgE [Brucella]	Brucella
flgG_1	WP_004685116	flagellar basal-body rod protein FlgF [Brucella melitensis]	Brucella melitensis
flgG_2	WP_004686178	MULTISPECIES: flagellar basal-body rod protein FlgG [Brucella]	Brucella
flgI	WP_006240113	flagellar basal body P-ring protein FlgI [Brucella abortus]	Brucella abortus
flgK	WP_006153319	flagellar hook-associated protein FlgK [Brucella melitensis]	Brucella melitensis
flhA	WP_004687644	flagellar biosynthesis protein FlhA [Brucella neotomae]	Brucella neotomae
flhA	WP_154168698	flagellar biosynthesis protein FlhA [Brucella sp. 10RB9213]	Brucella sp. 10RB9213
flhA	WP_076772240	MULTISPECIES: flagellar biosynthesis protein FlhA [unclassified Brucella]	unclassified Brucella
flhA	WP_004688756	flagellar biosynthesis protein FlhA [Brucella suis]	Brucella suis
flhB	WP_004681320	MULTISPECIES: flagellar biosynthesis protein FlhB [Brucella]	Brucella
fliE	WP_004685111	flagellar hook-basal body complex protein FliE [Brucella melitensis]	Brucella melitensis
fliE_1	WP_002966429	MULTISPECIES: flagellar hook-basal body complex protein FliE [Brucella]	Brucella
fliF_1	WP_012219785	flagellar basal-body MS-ring/collar protein FliF [Brucella canis]	Brucella canis
fliF_2	WP_154707457	flagellar basal-body MS-ring/collar protein FliF, partial [Brucella suis]	Brucella suis
fliG	WP_019443736	MULTISPECIES: FliG C-terminal domain-containing protein, partial [Brucella]	Brucella
fliN	WP_002966456	MULTISPECIES: flagellar motor switch protein FliN [Brucella]	Brucella
fliP	WP_002968269	MULTISPECIES: flagellar type III secretion system pore protein FliP [Brucella]	Brucella
fliQ	WP_002966650	MULTISPECIES: flagellar biosynthesis protein FliQ [Brucella]	Brucella
fliR	WP_002966653	MULTISPECIES: hypothetical protein [Brucella]	Brucella
fmt	WP_004682455	MULTISPECIES: methionyl-tRNA formyltransferase [Brucella]	Brucella
fmt_1	WP_153528167	methionyl-tRNA formyltransferase [Brucella sp. 2280]	Brucella sp. 2280
fmt_2	WP_004685942	MULTISPECIES: methionyl-tRNA formyltransferase [Brucella]	Brucella
folB	WP_004685641	dihydroneopterin aldolase [Brucella melitensis]	Brucella melitensis
folD	WP_002967255	MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Brucella]	Brucella
folE	WP_002964194	MULTISPECIES: GTP cyclohydrolase I FolE [Brucella]	Brucella
folK	WP_004683770	MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [Brucella]	Brucella
folP	WP_002964147	MULTISPECIES: dihydropteroate synthase [Brucella]	Brucella
fosX	WP_002967299	MULTISPECIES: FosX/FosE/FosI family fosfomycin resistance hydrolase [Brucella]	Brucella
frr	WP_004685683	ribosome recycling factor [Brucella melitensis]	Brucella melitensis
fsa	WP_002966970	MULTISPECIES: fructose-6-phosphate aldolase [Brucella]	Brucella
ftsA	WP_002964534	MULTISPECIES: cell division protein FtsA [Brucella]	Brucella
ftsE	WP_002971887	MULTISPECIES: cell division ATP-binding protein FtsE [Brucella]	Brucella
ftsH	WP_004684146	MULTISPECIES: ATP-dependent zinc metalloprotease FtsH [Brucella]	Brucella
ftsW	WP_002966894	MULTISPECIES: putative lipid II flippase FtsW [Brucella]	Brucella
ftsY	WP_004686252	MULTISPECIES: signal recognition particle-docking protein FtsY [Brucella]	Brucella
ftsZ	WP_004685758	MULTISPECIES: cell division protein FtsZ [Brucella]	Brucella
fumC	WP_002966390	MULTISPECIES: class II fumarate hydratase [Brucella]	Brucella
fusA	WP_004685700	MULTISPECIES: elongation factor G [Brucella]	Brucella
fxsA	WP_004685281	membrane protein FxsA [Brucella melitensis]	Brucella melitensis
gadA	WP_006073452	MULTISPECIES: glutamate decarboxylase [Brucella]	Brucella
gadB	WP_006073452	MULTISPECIES: glutamate decarboxylase [Brucella]	Brucella
gadB	WP_006015506	glutamate decarboxylase [Brucella ovis]	Brucella ovis
gadB	WP_041594741	glutamate decarboxylase [Brucella microti]	Brucella microti
galE_1	WP_004683806	MULTISPECIES: UDP-glucose 4-epimerase GalE [Brucella]	Brucella
galE_2	WP_004686083	MULTISPECIES: UDP-glucose 4-epimerase GalE [Brucella]	Brucella
galU	WP_083698633	MULTISPECIES: UTP--glucose-1-phosphate uridylyltransferase GalU [unclassified Brucella]	unclassified Brucella
