Query	Match	Name	Organism
group_1039	WP_004683498	MULTISPECIES: AAA family ATPase [Brucella]	Brucella
group_104	WP_006139123	ABC transporter transmembrane domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1040	WP_002963867	MULTISPECIES: helix-turn-helix domain-containing protein [Brucella]	Brucella
group_1041	WP_025200702	TniQ family protein [Brucella abortus]	Brucella abortus
group_1042	WP_004683515	MULTISPECIES: ImmA/IrrE family metallo-endopeptidase [Brucella]	Brucella
group_1044	WP_004685557	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1045	WP_004683558	MULTISPECIES: enoyl-CoA hydratase/isomerase family protein [Brucella]	Brucella
group_1046	WP_004683578	MULTISPECIES: DUF177 domain-containing protein [Brucella]	Brucella
group_1047	WP_002963913	MULTISPECIES: ketoacyl-ACP synthase III [Brucella]	Brucella
group_1048	WP_002971480	MULTISPECIES: MerR family transcriptional regulator [Brucella]	Brucella
group_105	WP_004685318	carboxyl transferase domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1050	WP_005969306	MULTISPECIES: tyrosine-protein kinase family protein [Brucella]	Brucella
group_1051	WP_004685608	tyrosine--tRNA ligase [Brucella melitensis]	Brucella melitensis
group_1052	WP_004685609	MULTISPECIES: anhydro-N-acetylmuramic acid kinase [Brucella]	Brucella
group_1053	WP_002964053	MULTISPECIES: alpha/beta hydrolase [Brucella]	Brucella
group_1055	WP_004683722	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1056	WP_004685617	MULTISPECIES: NAD(P)-dependent oxidoreductase [Brucella]	Brucella
group_1057	WP_004683728	MULTISPECIES: transporter substrate-binding domain-containing protein [Brucella]	Brucella
group_1058	WP_004682134	MULTISPECIES: acyl-CoA dehydrogenase C-terminal domain-containing protein [Brucella]	Brucella
group_1059	WP_004684877	lysine--tRNA ligase [Brucella melitensis]	Brucella melitensis
group_1060	WP_004684880	ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
group_1061	WP_004684885	Hint domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1062	WP_005975309	iron ABC transporter permease [Brucella melitensis]	Brucella melitensis
group_1064	WP_046722187	Lrp/AsnC ligand binding domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1065	WP_160555782	RHE_PE00001 family protein [Brucella melitensis]	Brucella melitensis
group_1065	WP_087920744	RHE_PE00001 family protein [Brucella melitensis]	Brucella melitensis
group_1067	WP_004681969	MULTISPECIES: DHA2 family efflux MFS transporter permease subunit [Brucella]	Brucella
group_1069	WP_004684929	MULTISPECIES: sn-glycerol-3-phosphate import ATP-binding protein UgpC [Brucella]	Brucella
group_107	WP_004685295	phenylalanine--tRNA ligase subunit beta [Brucella melitensis]	Brucella melitensis
group_1070	WP_002965986	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1071	WP_002965997	MULTISPECIES: helix-turn-helix domain-containing protein [Brucella]	Brucella
group_1072	WP_004684948	esterase-like activity of phytase family protein [Brucella melitensis]	Brucella melitensis
group_1074	WP_009364302	MULTISPECIES: BA14K family protein [Brucella]	Brucella
group_1076	WP_002966054	MULTISPECIES: succinate dehydrogenase assembly factor 2 [Brucella]	Brucella
group_1077	WP_004681889	MULTISPECIES: DsbA family protein [Brucella]	Brucella
group_1078	WP_005975450	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_1079	WP_002963433	MULTISPECIES: urease subunit beta [Brucella]	Brucella
group_1081	WP_002963464	MULTISPECIES: GcrA family cell cycle regulator [Brucella]	Brucella
group_1082	WP_004686613	MULTISPECIES: O-succinylhomoserine sulfhydrylase [Brucella]	Brucella
group_1083	WP_004685426	MATE family efflux transporter [Brucella melitensis]	Brucella melitensis
group_1083	WP_025198838	MATE family efflux transporter [Brucella melitensis]	Brucella melitensis
group_1084	WP_004682885	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1085	WP_005973863	saccharopine dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
group_1086	WP_046722151	aromatic acid exporter family protein [Brucella melitensis]	Brucella melitensis
group_1087	WP_025198729	YidB family protein [Brucella neotomae]	Brucella neotomae
group_1089	WP_004685481	threonine synthase [Brucella melitensis]	Brucella melitensis
group_1090	WP_006120895	EAL domain-containing protein [Brucella abortus]	Brucella abortus
group_1091	WP_004683180	MULTISPECIES: polysaccharide deacetylase family protein [Brucella]	Brucella
group_1092	WP_006173846	MULTISPECIES: glycosyltransferase family 4 protein [Brucella]	Brucella
group_1092	WP_006084949	glycosyltransferase family 4 protein [Brucella abortus]	Brucella abortus
group_1093	WP_002963676	MULTISPECIES: protein WbkB [Brucella]	Brucella
group_1097	WP_004683624	MULTISPECIES: biotin--[acetyl-CoA-carboxylase] ligase [Brucella]	Brucella
group_1098	WP_005973404	multidrug effflux MFS transporter [Brucella melitensis]	Brucella melitensis
group_11	WP_004684705	MULTISPECIES: heavy metal translocating P-type ATPase [Brucella]	Brucella
group_110	WP_004683305	MULTISPECIES: DUF2163 domain-containing protein [Brucella]	Brucella
group_1100	WP_004685584	galactose mutarotase [Brucella melitensis]	Brucella melitensis
group_1101	WP_025198842	tetratricopeptide repeat protein [Brucella melitensis]	Brucella melitensis
group_1104	WP_002964027	MULTISPECIES: DUF2157 domain-containing protein [Brucella]	Brucella
group_1106	WP_002966107	MULTISPECIES: 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) subunit alpha [Brucella]	Brucella
group_1107	WP_004684985	sugar ABC transporter permease [Brucella melitensis]	Brucella melitensis
group_1108	WP_004684994	MULTISPECIES: nitroreductase family protein [Brucella]	Brucella
group_1109	WP_004684997	sodium:alanine symporter family protein [Brucella melitensis]	Brucella melitensis
group_111	WP_004685556	amino acid ABC transporter permease [Brucella melitensis]	Brucella melitensis
group_1110	WP_006640819	MFS transporter, partial [Brucella pinnipedialis]	Brucella pinnipedialis
group_1111	WP_004681838	MULTISPECIES: MarR family transcriptional regulator [Brucella]	Brucella
group_1112	WP_127840821	ABC transporter ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_1113	WP_023080997	DUF808 domain-containing protein [Brucella sp. 04-5288]	Brucella sp. 04-5288
group_1114	WP_002966175	MULTISPECIES: AraC family transcriptional regulator [Brucella]	Brucella
group_1115	WP_004681755	MULTISPECIES: glycosyltransferase family 4 protein [Brucella]	Brucella
group_1116	WP_141049035	polysaccharide export protein [Brucella melitensis]	Brucella melitensis
group_1117	WP_004685024	MULTISPECIES: dihydrodipicolinate synthase family protein [Brucella]	Brucella
group_1119	WP_002969358	MULTISPECIES: GntR family transcriptional regulator [Brucella]	Brucella
group_1120	WP_002966223	MULTISPECIES: 4Fe-4S binding protein [Brucella]	Brucella
group_1121	WP_002966226	MULTISPECIES: iron transporter [Brucella]	Brucella
group_1122	WP_004681696	MULTISPECIES: 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Brucella]	Brucella
group_1123	WP_005974544	EAL domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1125	WP_005974574	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1127	WP_002971274	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1128	WP_005974615	FGGY-family carbohydrate kinase [Brucella melitensis]	Brucella melitensis
group_1129	WP_004681550	MULTISPECIES: Crp/Fnr family transcriptional regulator [Brucella]	Brucella
group_113	WP_002968467	MULTISPECIES: DUF3775 domain-containing protein [Brucella]	Brucella
group_1130	WP_002968302	MULTISPECIES: thioesterase domain-containing protein [Brucella]	Brucella
group_1131	WP_002971945	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1132	WP_046722130	site-specific integrase [Brucella melitensis]	Brucella melitensis
group_1133	WP_002969393	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1134	WP_004685653	flavin reductase family protein [Brucella melitensis]	Brucella melitensis
group_1136	WP_004683764	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_1137	WP_002969398	MULTISPECIES: diacylglycerol kinase [Brucella]	Brucella
group_1138	WP_004683758	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase class II [Brucella]	Brucella
group_1139	WP_008935766	MULTISPECIES: DUF2059 domain-containing protein [Brucella]	Brucella
group_1140	WP_005973146	glucan ABC transporter ATP-binding protein/ permease [Brucella melitensis]	Brucella melitensis
group_1142	WP_006174292	MULTISPECIES: molybdopterin molybdotransferase MoeA [Brucella]	Brucella
group_1144	WP_005973051	class I SAM-dependent methyltransferase [Brucella melitensis]	Brucella melitensis
group_1145	WP_002964249	MULTISPECIES: bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Brucella]	Brucella
group_1148	WP_002964728	MULTISPECIES: sugar ABC transporter permease [Brucella]	Brucella
group_1150	WP_006148771	bifunctional sugar-binding transcriptional regulator/dihydroxyacetone kinase subunit DhaK [Brucella melitensis]	Brucella melitensis
group_1152	WP_005972803	AsmA family protein [Brucella melitensis]	Brucella melitensis
group_1153	WP_005967600	MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Brucella]	Brucella
group_1154	WP_002969593	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1156	WP_004684080	MULTISPECIES: CCA tRNA nucleotidyltransferase [Brucella]	Brucella
group_1157	WP_004685790	aminoacyl-tRNA hydrolase [Brucella melitensis]	Brucella melitensis
group_1158	WP_006152278	ATP-binding protein [Brucella melitensis]	Brucella melitensis
group_1159	WP_004684066	MULTISPECIES: class I SAM-dependent methyltransferase [Brucella]	Brucella
group_116	WP_004685454	L-threonylcarbamoyladenylate synthase [Brucella melitensis]	Brucella melitensis
group_1160	WP_002971389	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
group_1161	WP_004684060	MULTISPECIES: transglycosylase SLT domain-containing protein [Brucella]	Brucella
group_1162	WP_002966905	MULTISPECIES: GatB/YqeY domain-containing protein [Brucella]	Brucella
group_1164	WP_004686362	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1165	WP_004684025	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1166	WP_002964542	MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase [Brucella]	Brucella
group_1168	WP_016650832	UDP-N-acetylmuramate--L-alanine ligase [Brucella abortus]	Brucella abortus
group_1168	WP_008506257	MULTISPECIES: UDP-N-acetylmuramate--L-alanine ligase [Brucella]	Brucella
group_1170	WP_004684013	MULTISPECIES: DUF2461 domain-containing protein [Brucella]	Brucella
group_1171	WP_004684004	MULTISPECIES: protease modulator HflC [Brucella]	Brucella
group_1173	WP_004685742	MULTISPECIES: BA14K family protein [Brucella]	Brucella
group_1174	WP_002964461	MULTISPECIES: ABC transporter substrate-binding protein [Brucella]	Brucella
group_1175	WP_005968073	MULTISPECIES: Gfo/Idh/MocA family oxidoreductase [Brucella]	Brucella
group_1176	WP_002964454	MULTISPECIES: ATP-binding cassette domain-containing protein [Brucella]	Brucella
group_1177	WP_002975819	MULTISPECIES: calcium-binding protein [Brucella]	Brucella
group_1178	WP_002964450	MULTISPECIES: DedA family protein [Brucella]	Brucella
group_118	WP_004683625	MULTISPECIES: ribonuclease J [Brucella]	Brucella
group_1180	WP_002964442	MULTISPECIES: YbaL family putative K(+) efflux transporter [Brucella]	Brucella
group_1181	WP_004683964	MULTISPECIES: GlxA family transcriptional regulator [Brucella]	Brucella
group_1187	WP_004683941	MULTISPECIES: homoserine dehydrogenase [Brucella]	Brucella
group_119	WP_002970710	MULTISPECIES: ABC transporter substrate-binding protein [Brucella]	Brucella
group_1191	WP_002964327	MULTISPECIES: NADP-dependent isocitrate dehydrogenase [Brucella]	Brucella
group_1192	WP_002964323	MULTISPECIES: glutamate racemase [Brucella]	Brucella
group_1193	WP_002964295	MULTISPECIES: HIT family protein [Brucella]	Brucella
group_1195	WP_005974969	serine hydrolase [Brucella melitensis]	Brucella melitensis
group_1196	WP_004684808	VOC family protein [Brucella melitensis]	Brucella melitensis
group_1197	WP_004684814	amino acid ABC transporter substrate-binding protein [Brucella melitensis]	Brucella melitensis
group_1198	WP_004684816	dihydroxy-acid dehydratase family protein [Brucella melitensis]	Brucella melitensis
group_1200	WP_002967223	MULTISPECIES: GntR family transcriptional regulator [Brucella]	Brucella
group_1201	WP_004682301	MULTISPECIES: sugar isomerase domain-containing protein [Brucella]	Brucella
group_1202	WP_004684831	FAD-binding oxidoreductase [Brucella melitensis]	Brucella melitensis
group_1205	WP_002965788	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_1207	WP_002965397	MULTISPECIES: signal peptidase II [Brucella]	Brucella
group_1210	WP_002967099	MULTISPECIES: aspartate aminotransferase family protein [Brucella]	Brucella
group_1211	WP_002969528	MULTISPECIES: response regulator transcription factor [Brucella]	Brucella
group_1212	WP_002965447	MULTISPECIES: DeoR/GlpR family DNA-binding transcription regulator [Brucella]	Brucella
group_1213	WP_004685386	aldehyde dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
group_1214	WP_005973949	bifunctional diguanylate cyclase/phosphodiesterase [Brucella melitensis]	Brucella melitensis
group_1215	WP_004684708	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1216	WP_004684717	MULTISPECIES: Gfo/Idh/MocA family oxidoreductase [Brucella]	Brucella
group_1217	WP_002965489	MULTISPECIES: SDR family oxidoreductase [Brucella]	Brucella
group_1218	WP_004684720	MULTISPECIES: L-fuconate dehydratase [Brucella]	Brucella
group_1219	WP_005970112	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1224	WP_002965833	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_1225	WP_041594975	mannitol dehydrogenase family protein [Brucella melitensis]	Brucella melitensis
group_1226	WP_004682180	MULTISPECIES: sulfite exporter TauE/SafE family protein [Brucella]	Brucella
group_1227	WP_127840850	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1228	WP_004684749	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1229	WP_025198811	penicillin acylase family protein [Brucella melitensis]	Brucella melitensis
group_123	WP_004685068	nitrous oxide reductase family maturation protein NosD [Brucella melitensis]	Brucella melitensis
group_1230	WP_002965570	MULTISPECIES: enoyl-CoA hydratase [Brucella]	Brucella
group_1232	WP_004685197	N-acetylglucosamine kinase [Brucella melitensis]	Brucella melitensis
group_1233	WP_002966657	MULTISPECIES: PilZ domain-containing protein [Brucella]	Brucella
group_1235	WP_002966646	MULTISPECIES: flagellar hook-associated family protein [Brucella]	Brucella
group_1237	WP_004685460	MULTISPECIES: histone deacetylase family protein [Brucella]	Brucella
group_1238	WP_005973381	trigger factor [Brucella melitensis]	Brucella melitensis
group_1239	WP_155245681	hypothetical protein [Brucella suis]	Brucella suis
group_124	WP_202088022	MULTISPECIES: ComEC/Rec2 family competence protein [Brucella]	Brucella
group_1240	WP_198430219	DNA translocase FtsK 4TM domain-containing protein, partial [Brucella abortus]	Brucella abortus
group_1241	WP_004685583	glycoside hydrolase family 108 protein [Brucella melitensis]	Brucella melitensis
group_1242	WP_006137083	MULTISPECIES: SH3 domain-containing protein [Brucella]	Brucella
group_1243	WP_006173708	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1245	WP_025199963	IS6-like element IS2020 family transposase, partial [Brucella abortus]	Brucella abortus
group_1246	WP_141059687	porin, partial [Brucella melitensis]	Brucella melitensis
group_1247	WP_004685562	polysaccharide export protein [Brucella melitensis]	Brucella melitensis
group_1248	WP_002967494	MULTISPECIES: amidase [Brucella]	Brucella
group_1249	WP_002968106	ActS/PrrB/RegB family redox-sensitive histidine kinase, partial [Brucella abortus]	Brucella abortus
group_1249	WP_006127242	ActS/PrrB/RegB family redox-sensitive histidine kinase [Brucella abortus]	Brucella abortus
group_1249	WP_006104438	ActS/PrrB/RegB family redox-sensitive histidine kinase [Brucella abortus]	Brucella abortus
group_1250	WP_004685648	MULTISPECIES: cysteine synthase A [Brucella]	Brucella
group_1251	WP_004685072	ABC transporter permease [Brucella melitensis]	Brucella melitensis
group_1252	WP_195667283	autotransporter-associated beta strand repeat-containing protein [Brucella abortus]	Brucella abortus
group_1256	WP_005974799	IclR family transcriptional regulator [Brucella melitensis]	Brucella melitensis
group_1257	WP_002967144	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1258	WP_004685162	ABC transporter permease [Brucella melitensis]	Brucella melitensis
group_126	WP_002964543	MULTISPECIES: UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase [Brucella]	Brucella
group_1261	WP_162494811	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1262	WP_002968810	MULTISPECIES: DUF922 domain-containing Zn-dependent protease [Brucella]	Brucella
group_1263	WP_004685152	isochorismate synthase MenF [Brucella melitensis]	Brucella melitensis
group_1264	WP_002966540	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1265	WP_004681194	MULTISPECIES: N-formylglutamate amidohydrolase [Brucella]	Brucella
group_1266	WP_002966530	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1267	WP_002972210	MULTISPECIES: glutamate synthase subunit beta [Brucella]	Brucella
group_1268	WP_004681215	MULTISPECIES: OmpA family protein [Brucella]	Brucella
group_1269	WP_002966517	MULTISPECIES: virB8 family protein [Brucella]	Brucella
group_1270	WP_002966512	MULTISPECIES: type IV secretion system protein VirB3 [Brucella]	Brucella
group_1272	WP_004684772	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase [Brucella]	Brucella
group_1273	WP_006074159	undecaprenyl-diphosphate phosphatase [Brucella suis]	Brucella suis
group_1274	WP_002968608	MULTISPECIES: complex I NDUFA9 subunit family protein [Brucella]	Brucella
group_1276	WP_002965619	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1278	WP_002967375	MULTISPECIES: pyrimidine 5'-nucleotidase [Brucella]	Brucella
group_1279	WP_006097810	ribosome biogenesis GTP-binding protein YihA/YsxC [Brucella abortus]	Brucella abortus
group_1281	WP_004684781	GntR family transcriptional regulator [Brucella melitensis]	Brucella melitensis
group_1282	WP_002965649	MULTISPECIES: glutathione S-transferase N-terminal domain-containing protein [Brucella]	Brucella
group_1283	WP_004692146	ABC transporter permease [Brucella suis]	Brucella suis
group_1284	WP_002965659	MULTISPECIES: RidA family protein [Brucella]	Brucella
group_1285	WP_004685496	Gfo/Idh/MocA family oxidoreductase [Brucella melitensis]	Brucella melitensis
group_1287	WP_002963707	MULTISPECIES: type II toxin-antitoxin system death-on-curing family toxin [Brucella]	Brucella
group_1288	WP_002971536	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1289	WP_002963729	MULTISPECIES: DUF1491 family protein [Brucella]	Brucella
group_1290	WP_004685506	DUF1214 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1291	WP_004681527	MULTISPECIES: nitric-oxide reductase large subunit [Brucella]	Brucella
group_1293	WP_004681460	MULTISPECIES: patatin-like phospholipase family protein [Brucella]	Brucella
group_1294	WP_004681448	MULTISPECIES: cytochrome b [Brucella]	Brucella
group_1295	WP_002972151	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1297	WP_002968994	MULTISPECIES: aldo/keto reductase [Brucella]	Brucella
group_1298	WP_002966418	MULTISPECIES: CaiB/BaiF CoA-transferase family protein [Brucella]	Brucella
group_130	WP_002965733	MULTISPECIES: efflux RND transporter permease subunit [Brucella]	Brucella
group_1300	WP_002966437	MULTISPECIES: aldolase [Brucella]	Brucella
group_1303	WP_002966461	MULTISPECIES: TetR/AcrR family transcriptional regulator [Brucella]	Brucella
group_1304	WP_004681301	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1306	WP_005974723	LysR family transcriptional regulator [Brucella melitensis]	Brucella melitensis
group_1307	WP_004681263	MULTISPECIES: GNAT family protein [Brucella]	Brucella
group_1309	WP_002966492	MULTISPECIES: rhodanese-related sulfurtransferase [Brucella]	Brucella
group_131	WP_002965745	MULTISPECIES: alkene reductase [Brucella]	Brucella
group_1310	WP_002964734	MULTISPECIES: IclR family transcriptional regulator [Brucella]	Brucella
group_1313	WP_004688666	hypothetical protein [Brucella neotomae]	Brucella neotomae
group_1314	WP_196219057	PRC-barrel domain-containing protein [Brucella ceti]	Brucella ceti
group_1316	WP_210338575	class II glutamine amidotransferase [Brucella melitensis]	Brucella melitensis
group_1317	WP_127840834	phosphoglycerate dehydrogenase [Brucella melitensis]	Brucella melitensis
group_132	WP_005975041	carbohydrate kinase [Brucella melitensis]	Brucella melitensis
group_1321	WP_004684155	MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Brucella]	Brucella
group_1322	WP_002964806	MULTISPECIES: GntR family transcriptional regulator [Brucella]	Brucella
group_1323	WP_004685830	biotin transporter BioY [Brucella melitensis]	Brucella melitensis
group_1324	WP_002964810	MULTISPECIES: TIGR00282 family metallophosphoesterase [Brucella]	Brucella
group_1325	WP_002964813	MULTISPECIES: DUF4164 domain-containing protein [Brucella]	Brucella
group_1327	WP_029643122	MULTISPECIES: MFS transporter [Brucella]	Brucella
group_1328	WP_004684204	MULTISPECIES: thiamine ABC transporter substrate binding subunit [Brucella]	Brucella
group_1329	WP_004685838	cell division protease CdlP [Brucella melitensis]	Brucella melitensis
group_133	WP_002965414	MULTISPECIES: sulfate transporter family protein [Brucella]	Brucella
group_1331	WP_004685843	polyprenyl synthetase family protein [Brucella melitensis]	Brucella melitensis
group_1332	WP_002964866	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1333	WP_004685852	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1335	WP_002964883	MULTISPECIES: LPS assembly lipoprotein LptE [Brucella]	Brucella
group_1336	WP_004684277	MULTISPECIES: FUSC family protein [Brucella]	Brucella
group_1338	WP_004684303	MULTISPECIES: lytic murein transglycosylase [Brucella]	Brucella
group_1339	WP_006097122	hypothetical protein [Brucella abortus]	Brucella abortus
group_134	WP_004682204	MULTISPECIES: type I restriction endonuclease subunit R [Brucella]	Brucella
group_1340	WP_004684306	MULTISPECIES: CoA-acylating methylmalonate-semialdehyde dehydrogenase [Brucella]	Brucella
group_1341	WP_002964915	MULTISPECIES: S41 family peptidase [Brucella]	Brucella
group_1343	WP_002964920	MULTISPECIES: nicotinate-nucleotide adenylyltransferase [Brucella]	Brucella
group_1344	WP_006169748	MULTISPECIES: GNAT family N-acetyltransferase [Brucella]	Brucella
group_1345	WP_004684652	MULTISPECIES: sulfate ABC transporter substrate-binding protein [Brucella]	Brucella
group_1346	WP_004685351	hypothetical protein [Brucella melitensis]	Brucella melitensis
group_1348	WP_002965336	MULTISPECIES: Bax inhibitor-1/YccA family protein [Brucella]	Brucella
group_1349	WP_025210031	ABC transporter ATP-binding protein [Brucella abortus]	Brucella abortus
group_135	WP_004684750	MULTISPECIES: ABC transporter ATP-binding protein [Brucella]	Brucella
group_1350	WP_004684637	MULTISPECIES: LysE family translocator [Brucella]	Brucella
group_1351	WP_002965316	MULTISPECIES: hemolysin III family protein [Brucella]	Brucella
group_1352	WP_004684631	MULTISPECIES: fumarylacetoacetate hydrolase family protein [Brucella]	Brucella
group_1353	WP_006152663	autotransporter assembly complex family protein [Brucella melitensis]	Brucella melitensis
group_1355	WP_002971781	MULTISPECIES: 3-deoxy-manno-octulosonate cytidylyltransferase [Brucella]	Brucella
group_1356	WP_002965282	MULTISPECIES: HIT family protein [Brucella]	Brucella
group_1357	WP_135258456	hypothetical protein, partial [Brucella suis]	Brucella suis
group_1358	WP_002968064	MULTISPECIES: isovaleryl-CoA dehydrogenase [Brucella]	Brucella
group_1359	WP_002967058	MULTISPECIES: hydroxymethylglutaryl-CoA lyase [Brucella]	Brucella
group_136	WP_004682559	MULTISPECIES: ABC transporter permease [Brucella]	Brucella
group_1361	WP_004684590	MULTISPECIES: enoyl-CoA hydratase [Brucella]	Brucella
group_1362	WP_004685308	NlpC/P60 family protein [Brucella melitensis]	Brucella melitensis
group_1363	WP_004685307	SH3 domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1365	WP_002965226	MULTISPECIES: RNA-binding protein [Brucella]	Brucella
group_1368	WP_002968043	MULTISPECIES: hypothetical protein [Brucella]	Brucella
group_1369	WP_002965201	MULTISPECIES: YbaN family protein [Brucella]	Brucella
group_137	WP_005974992	MULTISPECIES: thiamine pyrophosphate-binding protein [Brucella]	Brucella
group_1373	WP_014490229	MULTISPECIES: DUF2852 domain-containing protein [Brucella]	Brucella
group_1375	WP_004685284	response regulator transcription factor [Brucella melitensis]	Brucella melitensis
group_1376	WP_002965155	MULTISPECIES: phosphoenolpyruvate carboxykinase [Brucella]	Brucella
group_1379	WP_002965141	MULTISPECIES: helix-turn-helix transcriptional regulator [Brucella]	Brucella
group_138	WP_004685080	PepSY domain-containing protein [Brucella melitensis]	Brucella melitensis
group_1380	WP_004684539	MULTISPECIES: murein transglycosylase A [Brucella]	Brucella
