2	NODE_344_length_1176_cov_19.188317	CP035793.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	CP035795.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	CP035797.1	Brucella melitensis
1	NODE_344_length_1176_cov_19.188317	DQ227951.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962910.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962912.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962914.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962916.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962918.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962920.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962922.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962924.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962926.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962928.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962930.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962932.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962934.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962936.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962938.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962940.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962943.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962945.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962947.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962949.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962951.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT962953.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT963348.1	Brucella melitensis
2	NODE_344_length_1176_cov_19.188317	LT963350.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	AF043474.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	AF047478.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP008750.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP008751.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP016983.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP016984.1	Brucella melitensis
8	NODE_374_length_812_cov_63.301405	CP016985.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP016986.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018478.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018479.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018480.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018481.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018482.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018483.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018484.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018485.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018486.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018487.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018488.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018489.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018490.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018491.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018492.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018493.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP018494.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018495.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP018496.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018497.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018498.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018499.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018500.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018501.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP018502.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018503.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018504.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018505.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP018506.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018507.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP018508.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018509.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018510.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018511.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018512.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018513.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018514.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018515.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018516.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018517.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018518.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018519.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018520.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018521.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018522.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018523.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018524.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018525.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018526.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018527.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018528.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018529.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018530.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018531.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018532.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018533.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018534.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018535.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018536.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018537.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018538.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018539.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018540.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018541.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018542.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018543.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018544.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018545.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018546.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018547.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018548.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018549.1	Brucella melitensis
8	NODE_374_length_812_cov_63.301405	CP018550.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018551.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018552.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018553.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018554.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018555.1	Brucella melitensis
8	NODE_374_length_812_cov_63.301405	CP018556.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018557.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018558.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018559.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018560.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018561.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018562.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018563.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018564.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018565.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018566.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP018567.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP018568.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018569.1	Brucella melitensis
8	NODE_374_length_812_cov_63.301405	CP018570.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP018571.1	Brucella melitensis
6	NODE_374_length_812_cov_63.301405	CP019679.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP019680.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP022204.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP022205.1	Brucella melitensis
9	NODE_374_length_812_cov_63.301405	CP022827.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP022828.1	Brucella melitensis
9	NODE_374_length_812_cov_63.301405	CP022875.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP022876.1	Brucella melitensis
8	NODE_374_length_812_cov_63.301405	CP023171.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP023172.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP024653.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP024654.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP024715.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP024716.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP025680.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP025681.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP025819.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP025820.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP025821.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP025822.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	CP026005.1	Brucella melitensis
3	NODE_374_length_812_cov_63.301405	CP026006.1	Brucella melitensis
9	NODE_374_length_812_cov_63.301405	CP026337.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP029756.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP029757.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP034103.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP034104.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP035793.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP035794.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP035795.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP035796.1	Brucella melitensis
7	NODE_374_length_812_cov_63.301405	CP035797.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	CP035798.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	DQ845343.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	HM598410.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939142.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939143.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939144.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939145.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939146.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939147.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939151.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939160.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	JF939166.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	KX764599.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962910.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962911.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962912.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962913.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962914.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962915.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962916.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962917.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962918.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962919.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962920.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962921.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962922.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962923.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962924.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962925.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962926.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962927.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962928.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962929.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962930.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962931.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962932.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962933.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962934.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962935.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962936.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962937.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962938.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962939.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962940.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962941.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962943.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962944.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962945.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962946.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962947.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962948.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962949.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962950.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962951.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962952.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT962953.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT962954.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT963348.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT963349.1	Brucella melitensis
5	NODE_374_length_812_cov_63.301405	LT963350.1	Brucella melitensis
2	NODE_374_length_812_cov_63.301405	LT963351.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH615816.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH615817.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH615818.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH615819.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH687538.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH687539.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH844099.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MH916627.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MK046923.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MK490914.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MK490915.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MK490916.1	Brucella melitensis
1	NODE_374_length_812_cov_63.301405	MK490917.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP008750.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP016983.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP016985.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018478.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018480.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018482.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018484.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018486.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018488.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018490.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018492.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018494.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018496.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018498.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018500.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018502.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018504.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018506.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018508.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018510.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018512.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018514.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018516.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018518.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018520.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018522.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018524.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018526.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018528.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018530.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018532.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018534.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018536.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018538.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018540.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018542.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018544.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018546.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018548.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018550.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018552.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018554.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018556.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018558.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018560.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018562.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018564.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018566.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018568.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP018570.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP019679.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP022204.1	Brucella melitensis
3	NODE_398_length_611_cov_21.348797	CP022827.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP022875.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP023171.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP024653.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP024715.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP025680.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP025819.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP025821.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP026005.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP026337.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP029756.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP034103.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP035793.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP035795.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	CP035797.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962910.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962912.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962914.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962916.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962918.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962920.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962922.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962924.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962926.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962928.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962930.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962932.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962934.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962936.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962938.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962940.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962943.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962945.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962947.1	Brucella melitensis
2	NODE_398_length_611_cov_21.348797	LT962949.1	Brucella melitensis
